transcript	ss_distance_to_3end
Chr9_10L-1844__XBXL10_1g40631__LOC108701344__XBmRNA76487__XM_018235842.2__last_exon	-878
Chr9_10L-1972__XBXL10_1g39233__arf1.L__XBmRNA73950__NM_001086588.1__after_last_exon	-1150
Chr9_10L-841__XBXL10_1g39233__arf1.L__XBmRNA73950__NM_001086588.1__last_exon	-284
Chr9_10L-1999__XBXL10_1g40722__hnrnpa3.L__XBmRNA76690__NM_001087849.1__after_last_exon	-6582
Chr9_10L-511__XBXL10_1g40722__hnrnpa3.L__XBmRNA76690__NM_001087849.1__after_last_exon	-951
Chr9_10L-811__XBXL10_1g40722__hnrnpa3.L__XBmRNA76690__NM_001087849.1__last_exon	-445
Chr9_10L-1478__XBXL10_1g40722__hnrnpa3.L__XBmRNA76690__NM_001087849.1__last_exon	-362
Chr9_10L-1004__XBXL10_1g41061__LOC108701521__XBmRNA77472__XM_018236295.2__last_exon	-753
Chr9_10S-81__XBXL10_1g43972__xpo6.S__XBmRNA82725__NM_001095136.1__after_last_exon	-308
Chr9_10S-1500__XBXL10_1g43987__LOC108703194__XBmRNA82750__XM_018239261.2__after_last_exon__uncertain	-1027
Chr9_10S-1683__XBXL10_1g43987__LOC108703194__XBmRNA82750__XM_018239261.2__last_exon	-146
Chr9_10S-613__XBXL10_1g43995__arhgap17.S__XBmRNA82767__XM_041578467.1__last_exon	-2579
Chr9_10S-1286__XBXL10_1g43995__arhgap17.S__XBmRNA82767__XM_041578467.1__last_exon	-764
Chr9_10S-806__XBXL10_1g43995__arhgap17.S__XBmRNA82767__XM_041578467.1__last_exon	-333
Chr9_10S-323__XBXL10_1g42514__znf217.S__XBmRNA79913__XM_018238184.2__last_exon	-250
Chr9_10S-1326__XBXL10_1g44355__maz.S__XBmRNA83364__XM_018240611.2__after_last_exon	-2467
Chr9_10S-1034__XBXL10_1g44355__maz.S__XBmRNA83364__XM_018240611.2__after_last_exon	-2273
Chr9_10S-339__XBXL10_1g42218__casc3.S__XBmRNA79360__NM_001089089.2__last_exon	-435
Chr9_10S-4__XBXL10_1g43110__srsf2.S__XBmRNA81046__XM_018238544.1__last_exon	-898
Chr9_10S-491__XBXL10_1g43136__luc7l3.S__XBmRNA81094__NM_001089885.1__after_last_exon	-427
Chr9_10S-985__XBXL10_1g43329__krt18.3.S__XBmRNA81463__XM_018238693.2__last_exon	-177
Chr9_10S-871__XBXL10_1g43382__grsf1.S__XBmRNA81566__NM_001127733.1__after_last_exon	-1242
Chr9_10S-569__XBXL10_1g43382__grsf1.S__XBmRNA81566__NM_001127733.1__after_last_exon	-626
Chr9_10S-1134__XBXL10_1g43522__hnrnpa3.S__XBmRNA81888__NM_001087851.1__after_last_exon__uncertain	-1134
Chr9_10S-39__XBXL10_1g43522__hnrnpa3.S__XBmRNA81888__NM_001087851.1__last_exon	-438
Chr9_10S-433__XBXL10_1g43522__hnrnpa3.S__XBmRNA81888__NM_001087851.1__last_exon	-356
Chr9_10S-196__XBXL10_1g42436__psmc5.S__XBmRNA79762__NM_001088166.1__after_last_exon	-395
Chr9_10S-251__XBXL10_1g43658__maip1.S__XBmRNA82204__XM_018238997.2__last_exon	-581
Chr9_10S-112__XBXL10_1g43842__eif3b.S__XBmRNA82518__XM_018239131.2__after_last_exon	-481
