gene_id	median_tl_by_palseq	tag_count
chr9-492	81	25
chr9-724	93	14
chr9-830	38	12
chr9-575	35	20
chr9-960	14.5	10
chr9-897	39	11
chr9-692	18	15
chr9-638	58	17
chr9-351	33	41
chr9-255	36	61
chr9-61	51	238
chr9-374	37	35
chr9-163	34	101
chr9-245	45.5	66
chr9-614	56	18
chr9-831	59.5	12
chr9-615	31.5	20
chr9-693	62	15
chr9-961	44.5	14
chr9-772	43	11
chr9-536	38	22
chr9-694	66.5	18
chr9-832	108	12
chr9-203	42	81
chr9-342	36	43
chr9-833	29.5	12
chr9-576	33.5	20
chr9-175	31	93
chr9-577	25.5	20
chr9-898	191	11
chr9-725	34	14
chr9-962	36	10
chr9-382	98.5	36
chr9-726	76.5	16
chr9-616	36	18
chr9-773	63	13
chr9-475	23	26
chr9-899	28	11
chr9-963	41	10
chr9-147	32	111
chr9-130	24	131
chr9-519	32	23
chr9-321	25	47
chr9-578	45.5	20
chr9-111	40	152
chr9-900	47	11
chr9-834	29	12
chr9-113	26	150
chr9-493	32	25
chr9-11	23	669
chr9-149	41	110
chr9-184	30	88
chr9-287	28.5	50
chr9-361	55	39
chr9-405	45.5	34
chr9-103	35	221
chr9-383	32.5	36
chr9-220	43	71
chr9-664	29.5	16
chr9-964	74.5	10
chr9-965	33	10
chr9-774	124	13
chr9-236	48	66
chr9-117	41	147
chr9-835	62.5	12
chr9-466	25	27
chr9-901	43	11
chr9-95	43	172
chr9-201	33	82
chr9-384	62.5	36
chr9-101	34.5	162
chr9-902	36	11
chr9-665	50	16
chr9-966	62.5	10
chr9-248	37	63
chr9-775	35	13
chr9-967	42.5	10
chr9-968	33.5	10
chr9-451	36	28
chr9-340	24.5	44
chr9-301	29	50
chr9-639	33	17
chr9-26	56	453
chr9-180	77	90
chr9-776	37	13
chr9-186	24	87
chr9-89	103	178
chr9-903	41	11
chr9-292	64	52
chr9-173	30.5	94
chr9-452	27.5	24
chr9-362	33	39
chr9-695	99	15
chr9-696	53	15
chr9-836	44.5	12
chr9-904	18	11
chr9-134	36	128
chr9-224	23	69
chr9-138	175	123
chr9-592	39	19
chr9-385	36	36
chr9-280	44	55
chr9-212	34	75
chr9-727	103	14
chr9-60	44	232
chr9-467	58	22
chr9-593	72	19
chr9-1149	93	10
chr9-555	32	21
chr9-520	17	23
chr9-142	36	120
chr9-728	27.5	14
chr9-666	41	16
chr9-617	57.5	12
chr9-159	51	105
chr9-837	13	12
chr9-777	24	13
chr9-905	35	12
chr9-41	44.5	316
chr9-176	46	93
chr9-778	20	13
chr9-779	108	13
chr9-667	27.5	16
chr9-271	27	57
chr9-87	32	184
chr9-328	28	51
chr9-151	19	108
chr9-34	48	415
chr9-969	27	10
chr9-412	24	33
chr9-453	215	28
chr9-618	58.5	18
chr9-251	60	62
chr9-314	35	50
chr9-108	22	157
chr9-970	29	11
chr9-838	30	11
chr9-322	61	47
chr9-494	39	31
chr9-189	41	86
chr9-106	39	160
chr9-155	43	107
chr9-140	13	121
chr9-172	31	96
chr9-36	51	374
chr9-315	35	48
chr9-217	44	73
chr9-506	52	24
chr9-246	23.5	64
chr9-98	30	168
chr9-839	18	12
chr9-697	53	15
chr9-94	42	169
chr9-640	43	18
chr9-29	37	443
chr9-72	137	211
chr9-59	41	247
chr9-118	36.5	150
chr9-971	21	10
chr9-556	56	21
chr9-537	28	22
chr9-237	51.5	66
chr9-397	26	35
chr9-442	2	30
chr9-63	42	233
chr9-840	119.5	12
chr9-323	53	47
chr9-213	37	77
chr9-120	42	143
chr9-641	77	17
chr9-352	36	41
chr9-443	41	29
chr9-432	187.5	30
chr9-146	22	114
chr9-557	25	21
chr9-42	33	304
chr9-193	33	85
chr9-157	22.5	100
chr9-127	59	136
chr9-197	35	83
chr9-698	0	15
chr9-57	47.5	250
chr9-355	57	37
chr9-594	25	19
chr9-668	35	16
chr9-972	39	10
chr9-729	45.5	14
chr9-538	22	23
chr9-476	157	26
chr9-907	178	11
chr9-386	67	36
chr9-454	20	28
chr9-477	56.5	26
chr9-99	40	167
chr9-579	60.5	20
chr9-642	109	25
chr9-375	18	37
chr9-619	15	19
chr9-780	23	13
chr9-841	27	13
chr9-258	163.5	60
chr9-81	40	193
chr9-293	35	52
chr9-422	52	31
chr9-558	30	21
chr9-559	42	21
chr9-329	33.5	46
chr9-297	27	51
chr9-277	46	57
chr9-699	21	15
chr9-973	36.5	10
chr9-730	67	14
chr9-86	47	187
chr9-580	36	20
chr9-468	168	27
chr9-478	60	26
chr9-143	34	120
chr9-539	55	24
chr9-347	37	42
chr9-781	41.5	16
chr9-423	97	31
chr9-272	30	69
chr9-417	38	32
chr9-974	43.5	10
chr9-208	62	79
chr9-731	51	17
chr9-908	32.5	12
chr9-33	20	425
chr9-56	29	255
chr9-332	29	45
chr9-540	50	22
chr9-975	34	10
chr9-343	39	43
chr9-842	41	12
chr9-4	63	1142
chr9-148	38	112
chr9-28	31	447
chr9-97	66	169
chr9-135	42.5	128
chr9-232	47	67
chr9-595	31	19
chr9-507	55.5	24
chr9-581	65	13
chr9-387	48.5	36
chr9-83	28	190
chr9-398	28	35
chr9-508	32	25
chr9-909	39	11
chr9-168	21	98
chr9-910	20	11
chr9-353	27	41
chr9-152	31	116
chr9-273	35	57
chr9-150	43	109
chr9-669	39.5	16
chr9-912	58	11
chr9-913	40	11
chr9-976	26	10
chr9-281	37	55
chr9-700	28.5	16
chr9-469	52	27
chr9-560	28	21
chr9-316	34.5	48
chr9-249	35	63
chr9-782	33	13
chr9-413	91	34
chr9-181	91	90
chr9-137	37.5	124
chr9-399	50	35
chr9-21	37	508
chr9-670	75.5	16
chr9-977	33.5	10
chr9-701	26	11
chr9-702	23	13
chr9-1165	40	10
chr9-225	31	69
chr9-88	22	182
chr9-470	29	27
chr9-978	60.5	10
chr9-348	40	42
chr9-414	41	33
chr9-233	57	67
chr9-732	52	14
chr9-356	19	40
chr9-128	20	134
chr9-222	46.5	70
chr9-46	31	301
chr9-132	18	129
chr9-521	18	24
chr9-495	57	25
chr9-388	78.5	36
chr9-914	33	11
chr9-121	37	139
chr9-125	110	137
chr9-288	116	53
chr9-980	29.5	10
chr9-317	85.5	48
chr9-79	28	192
chr9-915	51	11
chr9-14	36	616
chr9-620	51	18
chr9-582	41.5	20
chr9-541	31	22
chr9-496	41	25
chr9-671	29	16
chr9-596	84	19
chr9-35	44	413
chr9-357	36.5	40
chr9-202	42.5	82
chr9-418	33	32
chr9-7	50	1007
chr9-643	30	17
chr9-283	87	54
chr9-981	16.5	10
chr9-261	51	59
chr9-400	32	35
chr9-19	25	555
chr9-51	40	272
chr9-70	51	228
chr9-278	28	55
chr9-733	41.5	14
chr9-916	33	11
chr9-104	19	161
chr9-259	24	60
chr9-1	76	1943
chr10-700	54.5	14
chr10-1	52	14845
chr10-637	27.5	16
chr10-672	8	15
chr10-544	52	20
chr10-886	44	10
chr10-638	20	16
chr10-472	34.5	24
chr10-562	75.5	32
chr10-608	47	15
chr10-192	44	78
chr10-609	29	17
chr10-701	37	14
chr10-330	62	42
chr10-581	38.5	18
chr10-83	50	173
chr10-152	33	68
chr10-639	62.5	18
chr10-887	48	10
chr10-348	28	39
chr10-52	22.5	246
chr10-702	62	14
chr10-107	39	133
chr10-640	37.5	16
chr10-188	33	47
chr10-460	42	25
chr10-26	34	376
chr10-888	20.5	10
chr10-734	10	13
chr10-18	52	504
chr10-703	74.5	14
chr10-304	28	47
chr10-349	42	39
chr10-822	76	13
chr10-112	36	129
chr10-59	39	220
chr10-641	16	16
chr10-319	15.5	44
chr10-214	35	70
chr10-56	19	233
chr10-499	31	22
chr10-8	45	822
chr10-736	74	13
chr10-40	38	289
chr10-642	14	16
chr10-354	35.5	38
chr10-101	27	142
chr10-704	38	14
chr10-500	36	22
chr10-441	64	27
chr10-17	15	530
chr10-60	23	247
chr10-705	38.5	14
chr10-610	20	17
chr10-824	62	11
chr10-169	59	88
chr10-367	43	30
chr10-979	19	11
chr10-611	61	17
chr10-92	46	156
chr10-545	92	20
chr10-737	51	13
chr10-738	33	13
chr10-825	27	11
chr10-785	64.5	12
chr10-889	17	10
chr10-673	57	15
chr10-210	37	71
chr10-563	51	19
chr10-786	47.5	12
chr10-368	31	36
chr10-126	34	111
chr10-32	28	331
chr10-473	21	24
chr10-311	16	47
chr10-564	70	19
chr10-474	48.5	24
chr10-612	40	17
chr10-337	35	41
chr10-501	36.5	22
chr10-523	28	21
chr10-323	38	43
chr10-787	21	12
chr10-739	37	13
chr10-826	50	11
chr10-524	23	25
chr10-890	24.5	10
chr10-565	33	19
chr10-583	33	19
chr10-827	60	13
chr10-891	34.5	10
chr10-892	22.5	10
chr10-828	43	11
chr10-893	28.5	10
chr10-788	31.5	12
chr10-502	26	22
chr10-218	32	67
chr10-584	61	18
chr10-216	65	68
chr10-434	33	37
chr10-475	34.5	24
chr10-248	45	60
chr10-525	69	13
chr10-154	71.5	94
chr10-118	44	115
chr10-674	31	15
chr10-461	31	21
chr10-526	42	21
chr10-177	38	85
chr10-790	40	12
chr10-789	150.5	12
chr10-127	35	109
chr10-740	37	13
chr10-462	20	25
chr10-706	26	14
chr10-180	30	84
chr10-94	54	154
chr10-585	56	18
chr10-305	32	47
chr10-181	34	83
chr10-707	55	14
chr10-643	33	16
chr10-546	39.5	20
chr10-113	23	126
chr10-147	25	104
chr10-829	66	11
chr10-369	67	36
chr10-586	24	18
chr10-708	72.5	14
chr10-463	56	25
chr10-410	38.5	34
chr10-741	48	13
chr10-43	31	204
chr10-742	34	13
chr10-547	68	21
chr10-566	33	19
chr10-158	20	91
chr10-894	48	10
chr10-211	34	71
chr10-830	164	11
chr10-895	41	10
chr10-119	35	117
chr10-896	36	10
chr10-898	45.5	10
chr10-897	37.5	10
chr10-95	58.5	150
chr10-709	41.5	14
chr10-143	54	100
chr10-503	36.5	22
chr10-587	21	18
chr10-331	20.5	42
chr10-831	30	11
chr10-548	32	21
chr10-710	43	14
chr10-451	53	28
chr10-139	39	102
chr10-588	41	18
chr10-743	32	13
chr10-266	29	59
chr10-832	15	11
chr10-370	53.5	36
chr10-644	50	16
chr10-589	58	18
chr10-744	11	13
chr10-223	46.5	66
chr10-899	45.5	10
chr10-675	23	18
chr10-567	41	19
chr10-613	179	17
chr10-711	42.5	14
chr10-745	18	13
chr10-159	34	93
chr10-900	26.5	10
chr10-833	32	11
chr10-901	34	10
chr10-791	35.5	12
chr10-51	38	252
chr10-712	48	14
chr10-713	31	14
chr10-363	17	37
chr10-902	16.5	10
chr10-381	33	35
chr10-324	31	45
chr10-549	45.5	20
chr10-746	81	13
chr10-261	51	56
chr10-504	20.5	22
chr10-291	18	49
chr10-614	43	17
chr10-615	26	17
chr10-420	27	30
chr10-78	31.5	184
chr10-590	55	18
chr10-22	54	420
chr10-299	33.5	48
chr10-182	22	81
chr10-403	20	32
chr10-505	56	22
chr10-287	41.5	50
chr10-70	33	194
chr10-144	32	99
chr10-616	20	17
chr10-676	33	15
chr10-219	32	67
chr10-239	43	62
chr10-834	61	11
chr10-338	23	41
chr10-371	31.5	36
chr10-617	31	17
chr10-1000	42	13
chr10-246	54	61
chr10-677	39	15
chr10-714	29	14
chr10-162	45.5	90
chr10-568	31	19
chr10-429	18	29
chr10-364	46	37
chr10-903	67	10
chr10-618	36	17
chr10-224	57.5	66
chr10-747	56	13
chr10-372	38	37
chr10-748	32	13
chr10-355	55.5	38
chr10-527	25	21
chr10-528	37	27
chr10-356	20	36
chr10-792	53.5	12
chr10-749	25	13
chr10-114	34	126
chr10-123	27	113
chr10-96	49	145
chr10-750	16	13
chr10-835	28	11
chr10-751	29	13
chr10-476	42.5	24
chr10-2	4	1421
chr10-108	32	133
chr10-836	43	11
chr10-273	31	53
chr10-306	37	47
chr10-837	77	11
chr10-233	57.5	64
chr10-487	64	23
chr10-678	87	15
chr10-67	31	199
chr10-645	50	16
chr10-646	14.5	16
chr10-647	49.5	16
chr10-234	39.5	64
chr10-48	28	256
chr10-160	34	92
chr10-715	33	14
chr10-373	31	36
chr10-752	30	13
chr10-591	38	18
chr10-442	51	27
chr10-716	40.5	14
chr10-838	23	11
chr10-904	22.5	10
chr10-93	35	155
chr10-506	75	22
chr10-300	43.5	48
chr10-141	28	101
chr10-550	37	20
chr10-839	58	11
chr10-53	32	243
chr10-13	37	574
chr10-228	26	65
chr10-464	39	25
chr10-905	55	10
chr10-619	15	17
chr10-274	28	53
chr10-592	186	18
chr10-488	23	23
chr10-620	31	17
chr10-529	36	21
chr10-753	35	13
chr10-44	36	268
chr10-148	70.5	96
chr10-183	33	83
chr10-906	210.5	10
chr10-292	31	49
chr10-477	38.5	24
chr10-840	17	11
chr10-507	28	22
chr10-320	49.5	44
chr10-648	50.5	16
chr10-754	40	13
chr10-350	41	39
chr10-146	34.5	98
chr10-508	46	22
chr10-793	49	12
chr10-435	31	28
chr10-215	30	69
chr10-755	42	13
chr10-137	31	103
chr10-907	127.5	10
chr10-841	31	11
chr10-339	17	43
chr10-621	68	17
chr10-465	39	25
chr10-509	27.5	22
chr10-97	38.5	142
chr10-271	50.5	54
chr10-649	38	16
chr10-411	45	31
chr10-220	70	67
chr10-307	32	47
chr10-155	39	94
chr10-908	50.5	10
chr10-478	31.5	24
chr10-593	28.5	18
chr10-909	24	10
chr10-395	24	32
chr10-308	35	44
chr10-622	38	17
chr10-530	25	21
chr10-421	43.5	30
chr10-57	40	227
chr10-479	76	24
chr10-794	40	12
chr10-756	43	13
chr10-531	21	21
chr10-390	10	34
chr10-255	58.5	58
chr10-910	62.5	10
chr10-679	31	15
chr10-680	27	15
chr10-229	23	65
chr10-842	39	11
chr10-225	49.5	70
chr10-23	65.5	404
chr10-650	45.5	16
chr10-199	56.5	76
chr10-681	50	15
chr10-80	65	181
chr10-510	44	29
chr10-312	36	47
chr10-404	32	34
chr10-795	46.5	12
chr10-174	55.5	86
chr10-422	43.5	34
chr10-452	48	26
chr10-466	56	25
chr10-443	34	27
chr10-911	116	10
chr10-208	61.5	72
chr10-757	39	13
chr10-140	34	103
chr10-90	43.5	158
chr10-912	13.5	10
chr10-843	18	11
chr10-682	19	15
chr10-374	27.5	36
chr10-235	15.5	64
chr10-412	19	31
chr10-34	20	324
chr10-100	34	147
chr10-382	82	35
chr10-913	19	11
chr10-683	27	15
chr10-489	181	23
chr10-914	16.5	10
chr10-357	61	38
chr10-915	16	10
chr10-796	32.5	12
chr10-453	47	26
chr10-490	37	23
chr10-189	38	81
chr10-325	41	43
chr10-454	21	26
chr10-623	30	17
chr10-98	61	149
chr10-196	26	77
chr10-375	43	36
chr10-55	39.5	236
chr10-511	44.5	22
chr10-551	20.5	20
chr10-81	39	177
chr10-226	40.5	66
chr10-77	50	185
chr10-262	34	56
chr10-89	16	161
chr10-758	21	13
chr10-212	21	73
chr10-267	33	55
chr10-30	22	354
chr10-844	14	11
chr10-249	15	60
chr10-193	28	78
chr10-845	86	11
chr10-130	37	107
chr10-250	33	60
chr10-156	63.5	94
chr10-759	84	13
chr10-846	17	11
chr10-717	24	14
chr10-326	43	43
chr10-594	50	18
chr10-651	17	16
chr10-204	61	74
chr10-313	42	45
chr10-480	212.5	24
chr10-595	42	18
chr10-760	78	15
chr10-444	32	27
chr10-383	30	35
chr10-596	35.5	18
chr10-491	65	23
chr10-293	35	49
chr10-396	36	33
chr10-227	30	66
chr10-597	14	18
chr10-205	35	75
chr10-332	63	42
chr10-131	48.5	100
chr10-142	44	101
chr10-14	45	569
chr10-358	15.5	38
chr10-532	64	21
chr10-16	59	535
chr10-5	53	1000
chr10-405	23	32
chr10-149	27	96
chr10-19	50	441
chr10-847	44	11
chr10-467	40	25
chr10-168	25	89
chr10-201	40	77
chr10-684	37	15
chr10-468	61	25
chr10-301	44	48
chr10-492	40	22
chr10-798	33	12
chr10-761	27	13
chr10-359	51.5	38
chr10-268	48	55
chr10-718	44	14
chr10-513	27	22
chr10-652	51.5	16
chr10-469	42	25
chr10-314	58	45
chr10-799	14.5	12
chr10-917	34.5	10
chr10-128	34	108
chr10-762	44	13
chr10-294	42	49
chr10-247	60	61
chr10-376	42.5	36
chr10-240	36	62
chr10-848	22	11
chr10-481	27	24
chr10-514	39	22
chr10-918	68	10
chr10-624	32	17
chr10-49	87	254
chr10-849	98	11
chr10-46	42	265
chr10-102	40	139
chr10-340	147	41
chr10-598	33.5	16
chr10-515	33	24
chr10-47	48	263
chr10-236	65	64
chr10-455	152.5	26
chr10-919	17.5	10
chr10-68	50	197
chr10-344	49	40
chr10-445	27	24
chr10-850	76	11
chr10-321	33	44
chr10-178	34	63
chr10-599	16	21
chr10-920	3.5	10
chr10-654	35.5	16
chr10-72	32	190
chr10-351	59	39
chr10-921	56.5	10
chr10-86	86	171
chr10-360	150.5	38
chr10-851	110	11
chr10-436	28	29
chr10-423	35	30
chr10-800	107.5	12
chr10-625	32	17
chr10-600	29.5	18
chr10-763	43.5	10
chr10-71	40	192
chr10-91	29	158
chr10-922	84.5	10
chr10-853	18	11
chr10-310	22	49
chr10-923	35	10
chr10-341	16	41
chr10-295	39	49
chr10-924	32	11
chr10-397	44	33
chr10-533	38	21
chr10-534	45	21
chr10-63	18	205
chr10-437	17	17
chr10-516	55	22
chr10-925	20	10
chr10-447	52	27
chr10-446	54	27
chr10-391	26	34
chr10-553	72	21
chr10-438	31	28
chr10-926	22	10
chr10-315	46	45
chr10-221	43	67
chr10-84	38.5	172
chr10-626	35	17
chr10-150	36	96
chr10-719	23.5	14
chr10-88	38	169
chr10-377	39.5	36
chr10-535	48	21
chr10-170	35	88
chr10-36	45	321
chr10-764	34	13
chr10-517	56	22
chr10-627	65	17
chr10-482	48	24
chr10-927	106.5	10
chr10-448	26	27
chr10-138	33	104
chr10-222	40	67
chr10-384	47	31
chr10-655	34.5	16
chr10-765	24	13
chr10-854	40	11
chr10-855	26	11
chr10-720	16.5	14
chr10-153	26	97
chr10-766	15	13
chr10-352	22	40
chr10-656	18	16
chr10-721	37	14
chr10-657	21.5	16
chr10-202	36	75
chr10-3	21	1198
chr10-722	85.5	14
chr10-256	21.5	58
chr10-928	53.5	10
chr10-856	48	11
chr10-767	37.5	16
chr10-302	38.5	48
chr10-801	48	12
chr10-929	56.5	10
chr10-768	73	13
chr10-930	75.5	10
chr10-171	17	88
chr10-554	39.5	20
chr10-658	37	16
chr10-74	39	189
chr10-110	27	135
chr10-288	38.5	50
chr10-190	33	80
chr10-628	32	17
chr10-398	43	33
chr10-857	31	11
chr10-327	51	43
chr10-38	30	303
chr10-601	29.5	18
chr10-263	39.5	56
chr10-802	43	12
chr10-931	32.5	10
chr10-27	35	363
chr10-932	52	10
chr10-353	55	39
chr10-61	31	215
chr10-277	41.5	52
chr10-133	31.5	106
chr10-659	37	16
chr10-602	25	18
chr10-6	28	888
chr10-282	72	52
chr10-769	63	13
chr10-933	43	10
chr10-241	55.5	62
chr10-264	59	56
chr10-555	32	20
chr10-175	17	86
chr10-33	41.5	324
chr10-660	16.5	16
chr10-217	41	69
chr10-197	49	77
chr10-186	22	83
chr10-770	22	14
chr10-194	52	78
chr10-723	22	14
chr10-163	30	90
chr10-333	18	42
chr10-493	44	23
chr10-161	31	91
chr10-164	31.5	90
chr10-858	32	11
chr10-439	34	28
chr10-771	65	13
chr10-296	34	49
chr10-859	86	11
chr10-483	40.5	24
chr10-328	25	43
chr10-73	31	190
chr10-456	28	29
chr10-399	53	33
chr10-934	47	10
chr10-203	35	94
chr10-145	51	99
chr10-200	46	76
chr10-860	8	11
chr10-935	39	10
chr10-861	89	11
chr10-569	46	19
chr10-1413	30	11
chr10-862	58	11
chr10-165	38	90
chr10-629	35	17
chr10-570	80	13
chr10-803	48.5	12
chr10-772	36	13
chr10-773	41.5	10
chr10-135	50.5	104
chr10-109	36	132
chr10-392	33	33
chr10-207	38	73
chr10-685	17	15
chr10-804	43	12
chr10-184	209	83
chr10-269	62	55
chr10-686	41	15
chr10-253	48	59
chr10-265	53	56
chr10-278	36	52
chr10-157	31.5	94
chr10-166	37	90
chr10-115	45	123
chr10-518	60	22
chr10-58	41	225
chr10-275	53	53
chr10-365	153	37
chr10-366	29	37
chr10-863	38	11
chr10-15	43	548
chr10-185	39	83
chr10-556	46.5	20
chr10-864	15	11
chr10-494	38	23
chr10-495	16	23
chr10-936	31.5	10
chr10-12	37	612
chr10-35	30	323
chr10-279	33	52
chr10-254	42	59
chr10-276	18	53
chr10-121	42	116
chr10-37	42	312
chr10-122	28	115
chr10-557	27.5	20
chr10-1032	27.5	12
chr10-41	33.5	290
chr10-661	52	16
chr10-242	51	62
chr10-724	40	14
chr10-378	54	25
chr10-630	33	17
chr10-191	33	82
chr10-687	22	15
chr10-283	44	51
chr10-400	48	33
chr10-774	163	18
chr10-805	140.5	12
chr10-379	28	47
chr10-69	41	197
chr10-20	39	439
chr10-10	30	692
chr10-413	50	31
chr10-688	37	15
chr10-87	17	171
chr10-662	20.5	16
chr10-65	36	204
chr10-663	19.5	16
chr10-103	51.5	138
chr10-571	30	19
chr10-536	35	21
chr10-867	39	11
chr10-345	42	40
chr10-414	33	31
chr10-689	15	15
chr10-106	23	134
chr10-775	37	13
chr10-11	45	661
chr10-42	72	270
chr10-631	32	17
chr10-603	45	18
chr10-537	38	21
chr10-868	39	11
chr10-424	31	30
chr10-939	30.5	10
chr10-869	25	11
chr10-406	55.5	32
chr10-870	63	11
chr10-538	27	21
chr10-484	37.5	24
chr10-806	53.5	12
chr10-940	17	10
chr10-519	41	22
chr10-539	38	21
chr10-415	24	33
chr10-632	17	16
chr10-21	19	422
chr10-230	36	65
chr10-243	35	62
chr10-9	38	738
chr10-120	31	117
chr10-558	37.5	20
chr10-28	30	363
chr10-496	38	23
chr10-280	38.5	52
chr10-776	15	13
chr10-725	30.5	14
chr10-173	45	87
chr10-664	36	16
chr10-187	22.5	82
chr10-942	37	10
chr10-572	43	19
chr10-726	54	14
chr10-449	37	27
chr10-457	31.5	26
chr10-573	45	19
chr10-198	40	77
chr10-574	31	19
chr10-134	31.5	106
chr10-75	27	187
chr10-24	30	402
chr10-540	36	22
chr10-29	22	353
chr10-54	37	236
chr10-807	38.5	12
chr10-943	26	10
chr10-407	44	32
chr10-944	35	10
chr10-64	46	205
chr10-777	20	13
chr10-541	31	21
chr10-559	29.5	20
chr10-342	25	41
chr10-808	42.5	12
chr10-172	54	88
chr10-945	37.5	10
chr10-251	31	60
chr10-259	28	59
chr10-633	29	17
chr10-458	38	26
chr10-206	32	74
chr10-872	36	11
chr10-665	59	16
chr10-520	31	22
chr10-690	18	15
chr10-1043	22	10
chr10-778	48	13
chr10-604	34	18
chr10-605	24	18
chr10-385	19	35
chr10-575	53	19
chr10-809	23.5	12
chr10-284	39	51
chr10-195	38.5	78
chr10-124	35	113
chr10-104	29.5	136
chr10-117	53.5	120
chr10-727	39	14
chr10-947	51.5	10
chr10-408	37	32
chr10-666	58	11
chr10-873	36	11
chr10-285	22	51
chr10-1152	34	11
chr10-874	38	11
chr10-85	25	173
chr10-728	26.5	14
chr10-416	27	31
chr10-949	24	10
chr10-950	75	10
chr10-542	65	21
chr10-691	33	15
chr10-105	30	138
chr10-329	64	43
chr10-634	52	17
chr10-576	36	19
chr10-951	16.5	10
chr10-635	26	30
chr10-521	29	21
chr10-7	20	874
chr10-316	28	48
chr10-257	46	73
chr10-125	40	115
chr10-258	32	61
chr10-401	32	40
chr10-260	40	69
chr10-346	26.5	40
chr10-430	24	26
chr10-667	38	16
chr10-297	38	49
chr10-577	29	19
chr10-209	58	72
chr10-79	23	185
chr10-693	19	21
chr10-334	35	42
chr10-450	31	27
chr10-99	35	150
chr10-62	52	209
chr10-417	43	31
chr10-779	52	13
chr10-31	34	342
chr10-176	48	86
chr10-953	65	10
chr10-875	50	11
chr10-810	19.5	12
chr10-244	49.5	62
chr10-729	61.5	14
chr10-730	98.5	14
chr10-954	31.5	10
chr10-955	115	10
chr10-956	23.5	10
chr10-167	31	90
chr10-543	44	21
chr10-132	29	107
chr10-957	26	10
chr10-958	35.5	10
chr10-431	26	29
chr10-694	74	15
chr10-578	17	19
chr10-959	28	10
chr10-811	214	12
chr10-780	65	13
chr10-39	50	307
chr10-960	37.5	10
chr10-322	55	44
chr10-781	48	13
chr10-876	37	11
chr10-560	63	20
chr10-877	19	11
chr10-878	13	11
chr10-813	29.5	12
chr10-812	27	13
chr10-213	34	71
chr10-252	30	60
chr10-286	38	51
chr10-879	40	18
chr10-50	51	253
chr10-272	18.5	54
chr10-289	46	50
chr10-317	20	46
chr10-731	26	14
chr10-814	49.5	12
chr10-961	27.5	10
chr10-237	21.5	64
chr10-485	44	24
chr10-962	20.5	10
chr10-695	45	15
chr10-425	47	30
chr10-963	89.5	10
chr10-45	62	268
chr10-426	30	30
chr10-231	51	65
chr10-486	59	25
chr10-782	14	13
chr10-696	30	15
chr10-111	41	130
chr10-880	32	11
chr10-579	56	19
chr10-418	44	31
chr10-298	61	49
chr10-270	31	55
chr10-881	26	11
chr10-497	15	23
chr10-783	32	13
chr10-151	31.5	96
chr10-732	47	14
chr10-25	16	369
chr10-636	59	17
chr10-386	33	35
chr10-393	28.5	34
chr10-394	36.5	34
chr10-882	42	11
chr10-136	48	104
chr10-964	73	10
chr10-522	14	22
chr10-440	61.5	28
chr10-290	108	47
chr10-1053	38	17
chr10-427	52.5	30
chr10-335	48.5	42
chr10-309	46	47
chr10-76	67	187
chr10-965	50	10
chr10-966	66	10
chr10-428	28	30
chr10-318	18	45
chr10-343	32	41
chr10-968	37.5	10
chr10-470	100	25
chr10-668	52	16
chr10-82	29	176
chr10-969	40	10
chr10-387	32	35
chr10-281	47	50
chr10-815	70	12
chr10-580	25	23
chr10-361	37	38
chr10-498	64	23
chr10-606	0	19
chr10-607	38.5	18
chr10-697	18	15
chr10-883	16	11
chr10-733	22.5	14
chr10-380	19.5	36
chr10-970	25.5	10
chr10-232	46	65
chr10-402	32	37
chr10-4	30	948
chr10-238	33.5	60
chr10-336	23.5	46
chr10-409	35	32
chr10-245	21	62
chr10-116	32.5	122
chr10-362	49	26
chr10-388	22	35
chr10-432	25	26
chr10-884	47	11
chr10-699	37	15
chr10-971	21	10
chr10-669	30	16
chr10-784	18	13
chr10-347	48.5	40
chr10-972	22.5	10
chr10-818	29	12
chr10-819	20	18
chr10-459	24	26
chr10-820	15.5	12
chr10-670	207	16
chr10-66	38	204
chr10-179	81	85
chr10-471	37	25
chr10-821	21	12
chr10-303	34.5	64
chr11-1122	58	10
chr11-277	30	78
chr11-1050	48	11
chr11-387	33	54
chr11-97	34	209
chr11-393	25	53
chr11-202	24	83
chr11-211	48	103
chr11-480	33	41
chr11-489	37	40
chr11-839	38.5	16
chr11-229	28.5	94
chr11-861	34	15
chr11-60	46	313
chr11-1123	26	10
chr11-840	30.5	16
chr11-614	36	29
chr11-155	58.5	142
chr11-24	36	613
chr11-939	28	13
chr11-653	31	25
chr11-774	63.5	18
chr11-70	55.5	278
chr11-40	59	418
chr11-682	15	15
chr11-468	31	42
chr11-940	32	13
chr11-715	35	21
chr11-350	38	59
chr11-388	41	53
chr11-469	38	42
chr11-1124	45	10
chr11-318	53	65
chr11-902	15	11
chr11-470	206.5	42
chr11-370	8	57
chr11-371	118	57
chr11-1125	21.5	10
chr11-252	34	86
chr11-775	37	19
chr11-85	23	237
chr11-1126	32.5	10
chr11-1127	34.5	10
chr11-481	215.5	42
chr11-667	27	23
chr11-471	1	41
chr11-73	57	273
chr11-862	25	15
chr11-163	38	134
chr11-538	33	34
chr11-394	36	71
chr11-1051	43	11
chr11-490	29	40
chr11-1128	63	10
chr11-1052	30	15
chr11-1053	32	11
chr11-841	29	17
chr11-315	45	66
chr11-91	44	221
chr11-527	33.5	34
chr11-220	29	99
chr11-1129	16.5	10
chr11-237	57.5	92
