gene_id	diff_by_palseq	count_min
chr7-417	13	13
chr7-685	77	23
chr7-304	12	12
chr7-641	45	25
chr7-195	43.5	54
chr7-164	63	59
chr7-873	-41	18
chr7-252	-24	12
chr7-449	-26.5	12
chr7-1122	0	11
chr7-1124	-22	11
chr7-471	115.5	34
chr7-721	26	13
chr7-1207	190.5	10
chr7-7	48	1510
chr7-73	97	63
chr7-216	37	38
chr7-248	-8	27
chr7-642	3	25
chr7-11	-11	103
chr7-122	28	127
chr7-284	-31	12
chr7-200	133	51
chr7-53	9	35
chr7-565	8	13
chr7-256	-11	12
chr7-842	-6	17
chr7-660	-30	11
chr7-228	9.5	36
chr7-472	30	13
chr7-1131	12.5	11
chr7-381	-5	11
chr7-131	-23	16
chr7-31	35.5	322
chr7-143	-1	43
chr7-482	-42.5	36
chr7-389	-6	11
chr7-279	4	36
chr7-213	3	10
chr7-4	28	3479
chr7-82	-96	11
chr7-622	-24	10
chr7-44	-14	19
chr7-88	94	75
chr7-274	-121	52
chr7-78	-10.5	32
chr7-515	-43	10
chr7-63	11.5	22
chr7-285	48	50
chr7-19	-100	415
chr7-10	-8	60
chr7-23	36	634
chr7-223	-0.5	57
chr7-911	-20	15
chr7-451	5	14
chr7-102	31	112
chr7-107	13	39
chr7-1217	-57.5	10
chr7-687	-93	14
chr7-188	-22	39
chr7-585	6	13
chr7-48	1	75
chr7-37	-12	478
chr7-51	4	15
chr7-41	-1	12
chr7-186	-2	29
chr7-325	67.5	60
chr7-168	36	37
chr7-995	-32	13
chr7-1220	30	10
chr7-75	-2.5	108
chr7-262	-14	21
chr7-375	54	23
chr7-35	19	23
chr7-383	108	11
chr7-538	51.5	31
chr7-112	67	27
chr7-586	81.5	14
chr7-157	-5	117
chr7-322	35.5	26
chr7-587	22	10
chr7-568	3	10
chr7-295	-6	17
chr7-50	82.5	285
chr7-516	3	10
chr7-353	-9	35
chr7-485	-8.5	35
chr7-597	117	13
chr7-945	38	14
chr7-290	-2	13
chr7-326	95	11
chr7-459	38.5	27
chr7-354	9.5	48
chr7-71	-5	135
chr7-193	15	27
chr7-337	6	57
chr7-64	18	117
chr7-224	-2.5	16
chr7-689	49	10
chr7-1005	-1	13
chr7-486	-11	11
chr7-527	64	15
chr7-572	27.5	32
chr7-269	9	11
chr7-222	0	36
chr7-573	14	29
chr7-296	31	26
chr7-67	59	138
chr7-690	-13	10
chr7-145	-11	162
chr7-169	-13	11
chr7-202	-9	10
chr7-182	-11	98
chr7-162	22.5	72
chr7-40	38	176
chr7-55	-16	330
chr7-99	10.5	92
chr7-312	10	28
chr7-100	-16	17
chr7-152	44	138
chr7-426	-0.5	20
chr7-189	-12	29
chr7-540	-33.5	12
chr7-808	-69	18
chr7-133	-28.5	170
chr7-704	-32.5	21
chr7-22	-23	39
chr7-24	3	577
chr7-212	-2	17
chr7-474	-62	24
chr7-123	-7.5	23
chr7-194	22	47
chr7-27	103	188
chr7-183	15	131
chr7-813	7	11
chr7-36	48	248
chr7-267	-21	17
chr7-203	23.5	34
chr7-355	-118.5	48
chr7-141	-12	13
chr7-367	6.5	14
chr7-241	23.5	12
chr7-93	10	78
chr7-80	47	97
chr7-6	102	729
chr7-2	75	3510
chr7-108	-25	63
chr7-243	17	46
chr7-113	14	70
chr7-404	13.5	14
chr7-221	45.5	20
chr7-124	5	134
chr7-541	31	11
chr7-70	65	13
chr7-1076	2.5	12
chr7-17	42	285
chr7-1159	-58	11
chr7-291	-22	17
chr7-12	-92	473
chr7-260	65	57
chr7-364	-35	15
chr7-915	47	11
chr7-61	15	69
chr7-421	104	22
chr7-330	77.5	28
chr7-816	57	12
chr7-69	115	308
chr7-1019	1.5	13
chr7-147	-14	126
chr7-693	53.5	22
chr7-46	-10	35
chr7-1255	-20	10
chr7-386	10.5	10
chr7-733	-19	20
chr7-629	-7.5	14
chr7-476	86	13
chr7-409	15	14
chr7-917	13	15
chr7-68	-4.5	206
chr7-297	45.5	66
chr7-529	-32	26
chr8-114	31	66
chr8-50	-35	68
chr8-901	9	10
chr8-1383	1	10
chr8-726	-4	15
chr8-652	-85	18
chr8-477	51	12
chr8-48	-14	15
chr8-153	53	14
chr8-76	38	49
chr8-123	-109.5	12
chr8-161	69	40
chr8-417	64.5	13
chr8-260	83	25
chr8-86	-57.5	156
chr8-346	41.5	10
chr8-543	-71.5	10
chr8-496	7	12
chr8-6	-31	29
chr8-406	-21	32
chr8-290	-34	40
chr8-762	-132	13
chr8-10	-16	14
chr8-11	4	523
chr8-194	104	19
chr8-52	38.5	73
chr8-135	37	56
chr8-486	-101	10
chr8-771	-25.5	13
chr8-74	75	87
chr8-173	25.5	10
chr8-47	26	113
chr8-242	23	19
chr8-51	2.5	15
chr8-90	-14.5	55
chr8-804	59	11
chr8-331	16	32
chr8-342	11	18
chr8-257	35	13
chr8-284	-2.5	38
chr8-545	20	16
chr8-136	17	17
chr8-285	103	10
chr8-33	-54.5	272
chr8-105	-3	85
chr8-38	-30	198
chr8-447	8	19
chr8-216	-35.5	17
chr8-1	-19	23
chr8-109	-24.5	10
chr8-317	15	33
chr8-31	70.5	134
chr8-16	7.5	12
chr8-29	3	120
chr8-64	10	11
chr8-186	-13	17
chr8-140	104	82
chr8-43	-10	83
chr8-465	-34.5	19
chr8-110	-23	49
chr8-218	-3	15
chr8-180	15	13
chr8-286	-18	17
chr8-287	-42	15
chr8-224	59	33
chr8-773	6.5	14
chr8-710	28.5	10
chr8-219	14.5	12
chr8-68	-2	11
chr8-318	-35	14
chr8-1054	23.5	11
chr8-198	-12	49
chr8-860	-46.5	12
chr8-25	52	242
chr8-14	76.5	212
chr8-381	-3	22
chr8-104	19	19
chr8-187	-28	18
chr8-32	-43	39
chr8-45	0	106
chr8-210	-53	21
chr8-383	65.5	32
chr8-296	13.5	48
chr8-199	-3	42
chr8-368	38	36
chr8-422	80	23
chr8-520	72	14
chr8-409	33.5	14
chr8-319	24	12
chr8-384	-22	21
chr8-7	-1	104
chr8-280	7	15
chr8-681	31.5	16
chr8-925	-107.5	11
chr8-275	79	24
chr8-207	30	41
chr8-776	-7	14
chr8-53	6	19
chr8-320	25	28
chr8-27	48	215
chr8-208	15.5	27
chr8-535	17.5	20
chr8-61	8	15
chr8-568	-14.5	22
chr8-181	-1	49
chr8-339	25	12
chr8-258	-40	21
chr8-150	111	27
chr8-684	21	17
chr8-661	23	11
chr8-154	-9	33
chr8-3	-4	681
chr8-12	23	241
chr8-231	10	14
chr8-60	0	63
chr8-245	20.5	25
chr8-394	-7.5	10
chr8-124	-2	58
chr8-70	36.5	134
chr8-211	-21	53
chr8-254	-10.5	10
chr8-521	6	15
chr8-22	-4	143
chr8-71	30	37
chr8-84	75	83
chr8-137	74	80
chr8-569	50.5	10
chr8-779	61	10
chr8-212	-7.5	18
chr8-247	-3	59
chr8-546	30	11
chr8-255	70.5	16
chr8-270	-10.5	30
chr8-128	24	52
chr8-547	82.5	23
chr8-994	36	10
chr8-155	48	80
chr8-170	11	61
chr8-121	3.5	118
chr8-156	31.5	39
chr8-386	20	16
chr8-126	16	57
chr8-469	33.5	12
chr8-397	43	11
chr8-996	35	10
chr8-209	-27.5	16
chr8-715	47	10
chr8-237	-16.5	18
chr8-716	-69.5	10
chr8-40	35	54
chr8-411	-2.5	18
chr8-323	22.5	10
chr8-81	58	56
chr8-152	53	30
chr8-548	2.5	12
chr8-130	37.5	28
chr8-436	50	20
chr8-96	-5	10
chr8-437	75	17
chr8-352	23	12
chr8-49	-53	228
chr8-131	-36.5	12
chr8-78	24.5	58
chr8-200	19	37
chr8-34	-21	25
chr8-132	2	48
chr8-20	42.5	378
chr8-400	27.5	22
chr8-360	9.5	10
chr8-65	32	83
chr8-192	47	14
chr8-15	13	99
chr8-24	20	205
chr8-44	10.5	105
chr8-370	-33	28
chr8-62	-32	80
chr8-8	36	737
chr8-113	3	117
chr8-452	6	13
chr8-88	-99	153
chr8-1011	129.5	10
chr8-134	86.5	62
chr8-252	-53.5	12
chr8-401	64	14
chr8-324	-25.5	13
chr8-225	54	41
chr8-42	-16	36
chr8-167	-37.5	15
chr8-217	16	44
chr8-59	0	56
chr8-162	45.5	45
chr8-344	11	51
chr8-171	91	67
chr8-454	2	13
chr8-571	41	22
chr8-938	25	11
chr8-57	83	34
chr8-645	12	10
chr8-312	12	13
chr8-95	-10	14
chr8-524	79	13
chr8-19	86	235
chr8-593	-72	21
chr8-151	15	67
chr8-789	-33	14
chr8-325	34.5	25
chr8-98	-92.5	128
chr8-115	-5	44
chr8-313	-5	39
chr8-36	17	41
chr8-2	16	614
chr8-213	-1.5	12
chr8-594	53.5	16
chr8-552	-35.5	12
chr8-942	-43	11
chr8-428	70	10
chr8-456	34	30
chr8-119	48	89
chr8-887	97.5	12
chr8-58	8.5	64
chr8-73	18	126
chr8-79	16.5	54
chr8-102	8	77
chr8-99	-4	41
chr8-299	13	13
chr8-143	48	17
chr8-246	6.5	16
chr8-289	2	21
chr8-146	39	29
chr8-249	23	33
chr8-890	-11.5	12
chr8-415	-14	19
chr8-282	104.5	14
chr8-473	-106	29
chr8-403	22	34
chr8-202	6.5	34
chr8-416	55.5	18
chr8-250	56.5	23
chr8-481	-21.5	10
chr8-946	-20	11
chr8-891	10	11
chr8-77	-86.5	141
chr8-241	11	42
chr8-404	-35.5	18
chr8-538	32.5	11
chr8-178	104	45
chr8-234	35	21
chr8-189	24	29
chr8-554	-16	13
chr8-66	29.5	22
chr8-440	41	31
chr8-377	25	15
chr8-539	72	18
chr8-525	25.5	12
chr8-214	-41	57
chr8-120	28.5	64
chr8-147	-1.5	20
chr8-556	-30	10
chr8-362	26.5	20
chr8-273	24	17
chr8-575	8	13
chr8-442	41.5	12
chr8-283	-5.5	30
chr8-89	11	55
chr8-193	-7	43
chr8-215	112	38
chr8-577	-105.5	10
chr8-557	0	18
chr8-268	-9	15
chr8-75	4	33
chr8-63	55.5	82
chr8-183	16.5	36
chr8-17	5	553
chr9-480	113	12
chr9-509	-3	17
chr9-182	-21	10
chr9-433	128.5	10
chr9-497	-16	23
chr9-49	-10.5	11
chr9-226	16	18
chr9-47	-20.5	14
chr9-599	-23.5	18
chr9-845	-14	11
chr9-40	-2	25
chr9-247	-3	23
chr9-178	23	13
chr9-333	6.5	21
chr9-187	49	27
chr9-368	-13	11
chr9-90	-19.5	75
chr9-84	-1	111
chr9-363	-135	10
chr9-455	21	11
chr9-434	52	29
chr9-425	4	23
chr9-499	32	18
chr9-114	31.5	58
chr9-851	-28	10
chr9-78	63	62
chr9-435	17.5	12
chr9-647	47.5	12
chr9-112	33	81
chr9-238	24	15
chr9-190	7	17
chr9-257	-12	36
chr9-31	-34	421
chr9-207	-17	15
chr9-793	-13	12
chr9-522	-36	16
chr9-32	10	15
chr9-744	44	11
chr9-341	36.5	14
chr9-5	15.5	68
chr9-167	-42	17
chr9-419	0.5	14
chr9-239	44	21
chr9-144	-16	40
chr9-649	34	11
chr9-748	33	13
chr9-408	64.5	16
chr9-10	7	468
chr9-62	41	129
chr9-401	22.5	26
chr9-77	-1	55
chr9-214	70	16
chr9-234	-16	20
chr9-305	-69	49
chr9-230	51	65
chr9-651	11.5	16
chr9-139	-11	10
chr9-336	-13	19
chr9-3	-11	87
chr9-13	34	439
chr9-12	-1	272
chr9-515	-34	13
chr9-105	7.5	24
chr9-68	15	23
chr9-311	43	27
chr9-50	-16.5	50
chr9-865	39.5	11
chr9-18	17.5	266
chr9-753	-47.5	10
chr9-91	-27	31
chr9-270	16	23
chr9-8	2.5	12
chr9-188	-17	12
chr9-210	-58	45
chr9-6	15	206
chr9-54	-15	89
chr9-872	11.5	11
chr9-567	-78	20
chr9-25	37	103
chr9-500	41.5	24
chr9-369	61.5	37
chr9-16	13	149
chr9-27	35	95
chr9-653	93	11
chr9-528	22.5	13
chr9-447	5.5	16
chr9-458	6	21
chr9-438	9.5	28
chr9-30	102	67
chr9-196	-15	21
chr9-279	58	23
chr9-65	3	48
chr9-205	-4	61
chr9-75	-18	14
chr9-123	66	34
chr9-223	41	29
chr9-199	5.5	12
chr9-71	22.5	110
chr9-66	5.5	54
chr9-392	-37	17
chr9-23	-10	11
chr9-154	144	10
chr9-552	-12	21
chr9-185	-39.5	87
chr9-38	-102	184
chr9-164	13.5	99
chr9-326	1.5	11
chr9-503	11.5	21
chr9-307	34	21
chr9-760	5	10
chr9-337	19	13
chr9-349	42	27
chr9-55	28.5	186
chr9-817	83	12
chr9-275	30	12
chr9-109	43	140
chr9-52	20	81
chr9-487	32.5	25
chr9-45	60	57
chr9-76	-1	77
chr9-299	-22	47
chr9-74	61	144
chr9-131	0	15
chr9-716	34.5	14
chr9-69	22.5	142
chr9-67	35	39
chr9-947	151	10
chr9-439	-37.5	16
chr9-253	-7	37
chr9-24	7	248
chr9-440	-7	23
chr9-85	25	55
chr9-200	153.5	22
chr9-160	-23	37
chr9-631	-5	16
chr9-206	14	30
chr9-372	30	10
chr9-951	-6.5	10
chr9-767	20	13
chr9-350	78	12
chr9-126	-16	25
chr9-367	-17	13
chr9-888	-13	11
chr9-463	-104.5	27
chr9-517	63	21
chr9-574	-108.5	10
chr9-320	-29	11
chr9-170	147	12
chr9-48	0	180
chr9-37	4	22
chr9-688	29	15
chr9-136	4	45
chr9-465	-0.5	12
chr9-122	-20	13
chr9-162	-2.5	12
chr9-296	-65	11
chr9-124	16	66
chr9-22	-19	25
chr9-724	10	13
chr9-255	44	13
chr9-163	-13	17
chr9-898	-154	11
chr9-147	50	44
chr9-321	67	11
chr9-111	0	38
chr9-113	17	51
chr9-11	24	18
chr9-149	22	51
chr9-361	13	19
chr9-383	11	22
chr9-236	49	18
chr9-117	23.5	48
chr9-466	21	25
chr9-95	-14	81
chr9-201	33	20
chr9-384	17.5	26
chr9-248	24.5	60
chr9-340	22.5	12
chr9-26	-19.5	66
chr9-180	-35	90
chr9-89	-29	178
chr9-292	46	52
chr9-134	30	128
chr9-138	-134	22
chr9-280	51	53
chr9-60	-19	34
chr9-467	81.5	14
chr9-593	-37	19
chr9-142	3	34
chr9-159	-20	21
chr9-41	-11.5	141
chr9-176	-7	37
chr9-87	63	113
chr9-328	27	12
chr9-151	0.5	16
chr9-34	-21	48
chr9-453	-136	21
chr9-251	78.5	58
chr9-108	14	11
chr9-838	6.5	10
chr9-322	-14	24
chr9-494	11	21
chr9-189	29	55
chr9-106	-7.5	46
chr9-155	18.5	10
chr9-36	55.5	374
chr9-506	30	17
chr9-94	43	23
chr9-29	-18.5	26
chr9-72	-93	50
chr9-59	24	208
chr9-118	-14.5	33
chr9-63	-25	15
chr9-120	-10	11
chr9-432	-100.5	30
chr9-193	-9	15
chr9-57	-16.5	20
chr9-907	-32.5	10
chr9-99	2	81
chr9-258	-108.5	13
chr9-293	82	11
chr9-86	16	93
chr9-347	5.5	12
chr9-423	-26.5	16
chr9-272	-12	10
chr9-208	-44	30
chr9-33	-6	99
chr9-540	-33	13
chr9-4	-12	1142
chr9-97	-8	136
chr9-508	22	13
chr9-413	-34.5	14
chr9-181	28	63
chr9-21	14	105
chr9-88	115	69
chr9-233	67	67
chr9-128	86	46
chr9-132	24.5	10
chr9-495	7	23
chr9-388	-18.5	13
chr9-125	-73	45
chr9-288	-44	53
chr9-317	-21.5	10
chr9-79	47.5	58
chr9-541	-8	22
chr9-496	17.5	16
chr9-35	4	90
chr9-283	-38.5	34
chr9-19	29	45
chr9-70	-32	17
chr9-278	-8	12
chr9-104	26	21
chr9-1	11	922
chr10-1	42	6991
chr10-192	43	32
chr10-83	-23	10
chr10-152	3	22
chr10-188	-16	24
chr10-26	-9.5	16
chr10-18	12	51
chr10-349	31	16
chr10-822	-27.5	13
chr10-112	-1	31
chr10-641	29.5	16
chr10-56	28	103
chr10-8	-22.5	90
chr10-40	-14	14
chr10-101	26.5	22
chr10-704	19	14
chr10-17	12	21
chr10-60	81	52
chr10-169	-36	13
chr10-126	18	17
chr10-32	15	85
chr10-337	32.5	24
chr10-826	-28.5	11
chr10-524	91	17
chr10-584	-23.5	16
chr10-154	-30.5	36
chr10-118	-18	43
chr10-177	23	17
chr10-127	-3.5	34
chr10-94	-18	19
chr10-585	31.5	16
chr10-181	64	47
chr10-708	63.5	10
chr10-43	19.5	22
chr10-119	-25	12
chr10-896	-17.5	10
chr10-587	-8	18
chr10-548	-1	14
chr10-266	34	26
chr10-159	48	70
chr10-51	5.5	30
chr10-420	20	19
chr10-22	50	173
chr10-403	-1.5	22
chr10-70	-3.5	12
chr10-338	63	41
chr10-364	12	13
chr10-224	-12.5	17
chr10-355	-37.5	13
chr10-123	-7.5	30
chr10-96	-33	21
chr10-2	25	695
chr10-108	42	93
chr10-836	75	11
chr10-273	24.5	18
chr10-837	-11	11
chr10-233	43.5	29
chr10-48	3	57
chr10-160	22	37
chr10-506	6	13
chr10-53	28	95
chr10-13	15	462
chr10-592	-154	18
chr10-529	-19	12
chr10-44	-18	14
chr10-148	-9.5	10
chr10-183	7	30
chr10-648	75.5	16
chr10-350	53	27
chr10-137	-29	22
chr10-907	-94.5	10
chr10-621	-51	13
chr10-97	6.5	15
chr10-478	-9.5	11
chr10-530	8	20
chr10-57	34.5	102
chr10-229	94	39
chr10-225	52	28
chr10-23	29.5	99
chr10-466	-7	25
chr10-90	-3.5	13
chr10-682	139.5	10
chr10-374	84.5	13
chr10-235	91.5	17
chr10-412	42.5	22
chr10-34	29.5	148
chr10-100	75	47
chr10-382	-68	11
chr10-683	17.5	15
chr10-489	-71	23
chr10-189	12.5	14
chr10-325	38	23
chr10-454	59.5	26
chr10-98	-29	149
chr10-81	-11	65
chr10-226	-12.5	15
chr10-77	-9	179
chr10-262	43	25
chr10-89	3	23
chr10-212	16.5	32
chr10-130	3	107
chr10-156	-32	16
chr10-204	-20.5	26
chr10-480	-146.5	24
chr10-383	26	11
chr10-293	23.5	32
chr10-131	9.5	13
chr10-142	-0.5	12
chr10-14	-22	157
chr10-358	-6.5	16
chr10-532	19.5	21
chr10-16	-19	353
chr10-5	-14	207
chr10-405	15.5	10
chr10-149	11	33
chr10-19	-20	124
chr10-468	-31	13
chr10-314	-5	17
chr10-128	-12	28
chr10-240	1.5	32
chr10-49	-24	254
chr10-47	20.5	16
chr10-68	-5	31
chr10-344	-5	11
chr10-72	-5	18
chr10-351	33	20
chr10-360	-50.5	10
chr10-436	69	11
chr10-71	6	63
chr10-91	19	37
chr10-853	4	11
chr10-310	7	12
chr10-397	47	16
chr10-534	-1	13
chr10-63	22	104
chr10-437	6	11
chr10-447	13	23
chr10-391	77	21
chr10-553	-43.5	12
chr10-221	-9	43
chr10-150	24	11
chr10-719	9.5	14
chr10-377	64	10
chr10-170	-4	24
chr10-36	-15	23
chr10-517	11	17
chr10-627	65.5	17
chr10-222	41	33
chr10-720	22.5	10
chr10-3	13	240
chr10-288	134.5	15
chr10-190	81	25
chr10-263	24.5	16
chr10-931	56.5	10
chr10-27	32	185
chr10-61	94	82
chr10-6	4	320
chr10-282	-37.5	36
chr10-241	70.5	13
chr10-264	22	29
chr10-175	39.5	44
chr10-33	-19.5	324
chr10-660	31.5	11
chr10-197	-17	25
chr10-194	-29	52
chr10-161	26.5	56
chr10-859	-34	11
chr10-73	0	12
chr10-145	-27.5	10
chr10-200	12	10
chr10-165	12	57
chr10-135	46.5	68
chr10-109	10	33
chr10-207	-3.5	16
chr10-184	-136.5	83
chr10-253	-28	13
chr10-265	1	17
chr10-58	6.5	52
chr10-365	-106	15
chr10-366	8	25
chr10-15	103	548
chr10-494	28	23
chr10-12	-15	13
chr10-35	0	43
chr10-279	-12	11
chr10-276	16	29
chr10-121	7.5	12
chr10-37	8	147
chr10-400	-28	17
chr10-774	-37	13
chr10-20	-22.5	26
chr10-87	105	35
chr10-65	62	59
chr10-103	-4.5	17
chr10-345	-26	18
chr10-11	-18	209
chr10-42	-21	55
chr10-424	28.5	30
chr10-939	-4.5	10
chr10-519	1	22
chr10-21	67	158
chr10-230	32	21
chr10-243	18.5	26
chr10-9	-9	232
chr10-120	17.5	12
chr10-28	24	147
chr10-280	-16.5	12
chr10-776	26.5	10
chr10-173	20	13
chr10-187	21.5	21
chr10-198	17	13
chr10-24	-21	19
chr10-64	30.5	100
chr10-808	-16.5	12
chr10-251	33.5	40
chr10-458	-12	11
chr10-284	-17	11
chr10-195	-18	14
chr10-104	97.5	99
chr10-416	-1	16
chr10-105	-11	59
chr10-7	22	33
chr10-297	61	21
chr10-209	-34.5	12
chr10-79	72	122
chr10-99	5.5	44
chr10-62	69	147
chr10-31	12	119
chr10-729	-36.5	13
chr10-955	-115	10
chr10-167	-13	22
chr10-132	1.5	38
chr10-431	35	29
chr10-780	65.5	10
chr10-39	121.5	140
chr10-322	26	25
chr10-213	-10	21
chr10-252	94.5	36
chr10-50	1	49
chr10-272	208.5	11
chr10-45	-9	173
chr10-111	-12.5	16
chr10-270	55	17
chr10-151	18	18
chr10-25	40.5	110
chr10-636	87	13
chr10-386	59	14
chr10-136	-23	21
chr10-290	-48	25
chr10-76	-6	10
chr10-470	-26.5	18
chr10-668	65.5	16
chr10-498	-27	21
chr10-232	153.5	14
chr10-4	11.5	30
chr10-362	-15.5	12
chr10-388	3	21
chr10-432	39	20
chr10-820	130.5	12
chr11-60	-4	153
chr11-155	11.5	34
chr11-24	74	247
chr11-774	11.5	18
chr11-70	10.5	244
chr11-40	-34	104
chr11-940	15	13
chr11-388	142	29
chr11-902	61	11
chr11-370	11	56
chr11-371	-84.5	28
chr11-481	-105.5	42
chr11-471	47	20
chr11-73	-9.5	58
chr11-394	13	66
chr11-91	31.5	84
chr11-220	30.5	44
chr11-237	-13	38
chr11-118	-5	15
chr11-422	2	16
chr11-776	5.5	12
chr11-71	-0.5	78
chr11-107	-4.5	72
chr11-137	7	13
chr11-230	-33.5	16
chr11-329	-12.5	30
chr11-759	-18	19
chr11-351	2	33
chr11-587	-14.5	15
chr11-906	25.5	14
chr11-56	5.5	44
chr11-512	25	13
chr11-188	-8	20
chr11-806	-7	14
chr11-55	-7.5	74
chr11-295	22	10
chr11-578	8.5	14
chr11-81	-3	247
chr11-181	121	17
chr11-167	62.5	82
chr11-411	-1.5	32
chr11-308	46	26
chr11-668	-8	20
chr11-189	33.5	32
chr11-843	12.5	16
chr11-547	10	24
chr11-265	10	24
chr11-513	-11	19
chr11-143	2	42
chr11-807	-26	15
chr11-380	54.5	14
chr11-32	55	381
chr11-326	-26.5	13
chr11-80	56	70
chr11-615	0.5	11
chr11-395	13	11
chr11-131	17.5	14
chr11-207	22	83
chr11-760	16	19
chr11-116	-32	57
chr11-278	-15.5	22
chr11-83	-14.5	244
chr11-100	-20	204
chr11-205	39	63
chr11-697	30	14
chr11-589	12	30
chr11-734	-64	11
chr11-735	7	13
chr11-279	22	19
chr11-262	52.5	14
chr11-115	0	17
chr11-28	-15	449
chr11-870	0	15
chr11-171	26.5	42
chr11-474	58	18
chr11-110	-20	67
chr11-641	62.5	14
chr11-816	-35.5	12
chr11-400	32.5	34
chr11-292	68	62
chr11-301	82.5	16
chr11-788	-66.5	14
chr11-39	9	20
chr11-10	15	653
chr11-492	-9.5	15
chr11-362	-63	11
chr11-373	51	18
chr11-642	75.5	20
chr11-508	3.5	20
chr11-497	-18	19
chr11-267	20	13
chr11-66	63	172
chr11-311	8.5	38
chr11-144	-22.5	13
chr11-413	43	48
chr11-234	-13	28
chr11-737	-10	12
chr11-319	38	65
chr11-246	-6.5	14
chr11-126	27	47
chr11-450	-28.5	10
chr11-5	121	525
chr11-272	106	79
chr11-138	33	19
chr11-461	-25	18
chr11-320	-87	65
chr11-878	-69	15
chr11-18	28.5	456
chr11-104	-32.5	14
chr11-123	-17	23
chr11-604	8	14
chr11-516	19	11
chr11-313	-25	37
chr11-303	30	17
chr11-430	-16	11
chr11-232	25.5	15
chr11-1163	9.5	10
chr11-963	-34	13
chr11-165	-5.5	26
chr11-54	-5.5	90
chr11-139	-11	16
chr11-140	-3	52
chr11-147	-24.5	24
chr11-38	6.5	190
chr11-59	64	129
chr11-120	1.5	128
chr11-485	80.5	34
chr11-914	24	10
chr11-212	15	32
chr11-186	-26	84
chr11-1	132	1029
chr11-199	46	28
chr11-31	-9	62
chr11-6	0.5	896
chr11-88	-60.5	167
chr11-263	-98	83
chr11-281	-13.5	20
chr11-63	104	148
chr11-190	-22	38
chr11-475	16	39
chr11-658	15.5	28
chr11-95	36	159
chr11-917	13	13
chr11-374	-29.5	48
chr11-108	17.5	92
chr11-617	-18.5	10
chr11-11	-6	83
chr11-21	-16	16
chr11-820	22.5	17
chr11-414	28.5	42
chr11-266	-7.5	44
chr11-355	-74	16
chr11-112	-27	22
chr11-591	-11	16
chr11-397	-84.5	22
chr11-132	34	11
chr11-431	-100	13
chr11-122	-1	123
chr11-592	111.5	10
chr11-273	-32	27
chr11-402	-47	52
chr11-19	45	356
chr11-274	57	55
chr11-493	-48	40
chr11-248	-25	13
chr11-16	8	11
chr11-289	-89	46
chr11-442	61	31
chr11-821	87.5	17
chr11-8	-17	1251
chr11-462	-87	43
chr11-453	11	25
chr11-646	13.5	14
chr11-535	11	28
chr11-158	26	33
chr11-297	-15.5	22
chr11-178	7.5	10
chr11-124	34	12
chr11-253	-102	86
chr11-290	-3.5	74
chr11-12	-22	77
chr11-26	-2.5	339
chr11-793	-30.5	13
chr11-109	-9.5	32
chr11-7	-8	95
chr11-84	-19	18
chr11-333	-5	26
chr11-36	12.5	64
chr11-51	-10	137
chr11-42	10	50
chr11-463	-18	21
chr11-619	-138.5	13
chr11-499	2	11
chr11-187	10	61
chr11-76	-11	89
chr11-344	29	25
chr11-219	22	16
chr11-113	27	15
chr11-37	-1.5	36
chr11-4	43	962
chr11-1171	-41.5	10
chr11-767	-18	11
chr11-166	-16	11
chr11-164	79	60
chr11-518	-6	17
chr11-77	97	72
chr11-64	42.5	126
chr11-270	36	21
chr11-35	-6	146
chr11-192	49	77
chr11-365	-24	21
chr11-264	-28	65
chr11-519	5	15
chr11-520	100.5	14
chr11-226	-26.5	10
chr11-62	33	77
chr11-74	-38	272
chr11-741	-23.5	14
chr11-275	150	11
chr11-90	116	44
chr11-23	-10	642
chr11-321	0	38
chr11-366	64.5	33
chr11-306	3	27
chr11-800	31.5	10
chr11-444	-141	23
chr11-215	31	101
chr11-61	-32	27
chr11-249	37.5	23
chr11-69	-20	282
chr11-398	29	40
chr11-201	-1	16
chr11-887	83	15
chr11-688	-2.5	20
chr11-345	-0.5	24
chr11-193	11	43
chr11-287	11.5	26
chr11-479	48.5	29
chr11-157	-7.5	76
chr11-801	-24.5	13
chr11-194	31	60
chr11-102	5	41
chr11-928	99	14
chr11-593	10	10
chr11-346	-22	29
chr11-432	27	47
chr11-826	-17	12
chr11-623	57.5	28
chr11-426	-87	14
chr11-168	-3	61
chr11-195	-33	30
chr11-225	45	29
chr11-152	32.5	24
chr11-255	58	41
chr11-504	14	31
chr11-464	-33	16
chr11-420	-32	19
chr11-465	29	32
chr11-169	6	33
chr11-145	12	65
chr11-86	19	25
chr11-660	2	13
chr11-134	5	117
chr11-691	10.5	22
chr11-213	120.5	14
chr11-250	84	11
chr11-1196	28	10
chr11-553	5	14
chr11-676	-15	19
chr11-399	-31.5	22
chr11-486	23	21
chr11-20	51	204
chr11-101	5	50
chr11-369	20	20
chr11-222	-3.5	22
chr11-2	56	1924
chr11-17	-17.5	76
chr11-714	16.5	10
chr11-257	-22	19
chr11-749	70.5	10
chr11-421	-10	23
chr11-455	-15.5	26
chr11-79	118	80
chr11-457	26.5	12
chr11-555	9	11
chr11-72	26	237
chr11-94	-28.5	13
chr11-310	28	50
chr11-162	-24	51
chr11-576	30	15
chr11-172	-12	21
chr11-243	-20	44
chr11-99	-23	73
chr11-174	-17.5	80
chr11-1209	-1	10
chr11-210	-8	103
