transcript	ss_distance_to_3end
chr16-568__ENST00000478708.2__ENSG00000140992.18__PDPK1__PDPK1-012__last_exon	-157
chr16-1192__ENST00000478708.2__ENSG00000140992.18__PDPK1__PDPK1-012__after_last_exon	-468
chr16-387__ENST00000569236.5__ENSG00000169189.16__NSMCE1__NSMCE1-002__last_exon__in_PolyA_DB	-819,-697,-619,-472,-355,-234
chr16-925__ENST00000395503.8__ENSG00000196296.13__ATP2A1__ATP2A1-002__last_exon__in_PolyA_DB	-285
chr16-149__ENST00000219782.10__ENSG00000103495.13__MAZ__MAZ-004__last_exon__in_PolyA_DB	-1088
chr16-121__ENST00000279396.10__ENSG00000149932.16__TMEM219__TMEM219-201__last_exon__in_PolyA_DB	-99
chr16-839__ENST00000263025.8__ENSG00000102882.11__MAPK3__MAPK3-001__last_exon__in_PolyA_DB	-604
chr16-573__ENST00000544613.5__ENSG00000196118.11__CCDC189__CCDC189-012__last_exon__in_PolyA_DB	-216
chr16-152__ENST00000313843.7__ENSG00000103496.14__STX4__STX4-001__last_exon__in_PolyA_DB	-257
chr16-388__ENST00000534277.5__ENSG00000197302.10__ZNF720__ZNF720-002__last_exon__in_PolyA_DB	-5567,-5432
chr16-1494__ENST00000573578.1__ENSG00000006194.9__ZNF263__ZNF263-002__after_last_exon__in_PolyA_DB	-863
chr16-297__ENST00000407558.8__ENSG00000122390.17__NAA60__NAA60-001__last_exon__in_PolyA_DB	-1487
chr16-320__ENST00000437024.5__ENSG00000242612.6__DECR2__DECR2-006__last_exon__in_PolyA_DB	-1334,-1271,-1135,-1010,-916,-811,-593
chr16-488__ENST00000262375.10__ENSG00000103423.13__DNAJA3__DNAJA3-001__last_exon__in_PolyA_DB	-1230
chr16-964__ENST00000299320.9__ENSG00000166246.13__C16orf71__C16orf71-001__last_exon__in_PolyA_DB	-672
chr16-1238__ENST00000357464.4__ENSG00000121274.12__PAPD5__PAPD5-004__last_exon	-1329,-1164
chr16-520__ENST00000357464.4__ENSG00000121274.12__PAPD5__PAPD5-004__last_exon__in_PolyA_DB	-1593,-1428
chr16-1043__ENST00000357464.4__ENSG00000121274.12__PAPD5__PAPD5-004__last_exon__in_PolyA_DB	-1698,-1533
chr16-980__ENST00000357464.4__ENSG00000121274.12__PAPD5__PAPD5-004__last_exon__in_PolyA_DB	-1939,-1774
chr16-521__ENST00000357464.4__ENSG00000121274.12__PAPD5__PAPD5-004__last_exon__in_PolyA_DB	-2839,-2674
chr16-213__ENST00000564974.1__ENSG00000187193.8__MT1X__MT1X-002__last_exon__in_PolyA_DB	-239
chr16-63__ENST00000262506.7__ENSG00000070770.8__CSNK2A2__CSNK2A2-001__last_exon__in_PolyA_DB	-447
chr16-402__ENST00000491999.5__ENSG00000172366.19__MCRIP2__MCRIP2-003__last_exon__in_PolyA_DB	-585,-457,-355
chr16-531__ENST00000562849.6__ENSG00000166546.13__BEAN1__BEAN1-001__last_exon__in_PolyA_DB	-1393
chr16-1615__ENST00000313294.7__ENSG00000249961.9__TERB1__TERB1-001__last_exon	-689,-539
chr16-847__ENST00000523562.5__ENSG00000102878.16__HSF4__HSF4-010__last_exon__in_PolyA_DB	-835,-729,-663
chr16-690__ENST00000568990.5__ENSG00000102904.14__TSNAXIP1__TSNAXIP1-009__last_exon__in_PolyA_DB	-1691,-1555,-939,-813,-660,-550,-423,-316
chr16-360__ENST00000329524.8__ENSG00000072736.18__NFATC3__NFATC3-003__last_exon__in_PolyA_DB	-2910
chr16-1149__ENST00000564558.5__ENSG00000184939.15__ZFP90__ZFP90-002__last_exon__in_PolyA_DB	-4088
chr16-769__ENST00000306875.8__ENSG00000272617.2__COG8__COG8-002__after_last_exon__in_PolyA_DB	-2740
chr16-374__ENST00000306875.8__ENSG00000272617.2__COG8__COG8-002__last_exon__in_PolyA_DB	-2267
chr16-208__ENST00000306875.8__ENSG00000272617.2__COG8__COG8-002__last_exon__in_PolyA_DB	-649
chr16-1419__ENST00000426654.6__ENSG00000102908.20__NFAT5__NFAT5-004__last_exon	-5522,-4963,-4770,-4579,-4406,-4271,-4218,-4085,-4001,-3852,-1361,-1117
chr16-770__ENST00000569771.5__ENSG00000168872.16__DDX19A__DDX19A-002__last_exon__in_PolyA_DB	-1715,-1612,-1497,-1319,-1081,-918,-726
chr16-892__ENST00000569771.5__ENSG00000168872.16__DDX19A__DDX19A-002__last_exon__in_PolyA_DB	-2326,-2223,-2108,-1930,-1692,-1529,-1337
chr16-58__ENST00000569771.5__ENSG00000168872.16__DDX19A__DDX19A-002__last_exon__in_PolyA_DB	-2446,-2343,-2228,-2050,-1812,-1649,-1457
chr16-168__ENST00000564415.5__ENSG00000103051.18__COG4__COG4-012__last_exon__in_PolyA_DB	-2440,-2265,-2071,-1965,-1807,-1748,-1614,-1495,-1328,-1162,-1099,-982,-889,-805,-703,-574
chr16-102__ENST00000335325.8__ENSG00000186187.11__ZNRF1__ZNRF1-002__last_exon__in_PolyA_DB	-296
chr16-366__ENST00000335325.8__ENSG00000186187.11__ZNRF1__ZNRF1-002__last_exon__in_PolyA_DB	-975
chr16-219__ENST00000562556.5__ENSG00000050820.16__BCAR1__BCAR1-007__last_exon__in_PolyA_DB	-3077,-2456,-2294,-2177,-1079,-989
chr16-1429__ENST00000566445.5__ENSG00000065457.10__ADAT1__ADAT1-002__last_exon__in_PolyA_DB	-1639,-1508,-889,-743,-643,-556
chr16-433__ENST00000566445.5__ENSG00000065457.10__ADAT1__ADAT1-002__last_exon__in_PolyA_DB	-1506,-1375,-756,-610,-510,-423
chr16-1654__ENST00000563764.2__ENSG00000261833.2__RP11-58C22.1__RP11-58C22.1-001__after_last_exon__uncertain	-972
chr16-695__ENST00000567430.1__ENSG00000166509.10__CLEC3A__CLEC3A-002__after_last_exon__in_PolyA_DB	-1286
chr16-812__ENST00000567430.1__ENSG00000166509.10__CLEC3A__CLEC3A-002__after_last_exon	-1383
chr16-1279__ENST00000567430.1__ENSG00000166509.10__CLEC3A__CLEC3A-002__after_last_exon__in_PolyA_DB	-3286
chr16-720__ENST00000627394.2__ENSG00000186153.16__WWOX__WWOX-202__after_last_exon__in_PolyA_DB	-382,-203,-96
chr16-486__ENST00000433866.6__ENSG00000230989.6__HSBP1__HSBP1-001__last_exon__in_PolyA_DB	-246
chr16-72__ENST00000433866.6__ENSG00000230989.6__HSBP1__HSBP1-001__last_exon__in_PolyA_DB	-375
chr16-473__ENST00000433866.6__ENSG00000230989.6__HSBP1__HSBP1-001__last_exon__in_PolyA_DB	-1568
chr16-1302__ENST00000620134.4__ENSG00000103148.15__NPRL3__NPRL3-201__after_last_exon__in_PolyA_DB	-325
chr16-941__ENST00000540269.6__ENSG00000103194.15__USP10__USP10-002__last_exon__in_PolyA_DB	-1660,-1604,-1500,-1400,-1222,-1056,-911,-845
chr16-89__ENST00000540269.6__ENSG00000103194.15__USP10__USP10-002__last_exon__in_PolyA_DB	-1843,-1787,-1683,-1583,-1405,-1239,-1094,-1028
chr16-465__ENST00000622194.4__ENSG00000103148.15__NPRL3__NPRL3-004__last_exon__in_PolyA_DB	-2221,-2067,-1985,-1847,-1690,-1583,-1453,-1263,-1070
chr16-816__ENST00000618367.4__ENSG00000260456.6__C16orf95__C16orf95-201__last_exon__in_PolyA_DB	-262
chr16-212__ENST00000564844.1__ENSG00000140941.12__MAP1LC3B__MAP1LC3B-003__last_exon__in_PolyA_DB	-712,-656,-567,-460
chr16-776__ENST00000564844.1__ENSG00000140941.12__MAP1LC3B__MAP1LC3B-003__last_exon__in_PolyA_DB	-2017,-1961,-1872,-1765
chr16-210__ENST00000564844.1__ENSG00000140941.12__MAP1LC3B__MAP1LC3B-003__last_exon__in_PolyA_DB	-2104,-2048,-1959,-1852
chr16-779__ENST00000567298.5__ENSG00000104731.13__KLHDC4__KLHDC4-005__intron__in_PolyA_DB	-292,-180
chr16-505__ENST00000347925.9__ENSG00000104731.13__KLHDC4__KLHDC4-004__last_exon__in_PolyA_DB	-264
chr16-310__ENST00000569820.5__ENSG00000197912.13__SPG7__SPG7-005__last_exon__in_PolyA_DB	-2019,-1969,-1866,-1755,-1398,-1282,-1125,-958,-880
chr16-1179__ENST00000565890.1__ENSG00000167523.13__SPATA33__SPATA33-002__last_exon__in_PolyA_DB	-227
chr16-780__ENST00000565890.1__ENSG00000167523.13__SPATA33__SPATA33-002__last_exon__in_PolyA_DB	-1173
chr17-197__ENST00000468843.1__ENSG00000170222.11__ADPRM__ADPRM-002__last_exon__in_PolyA_DB	-517,-400
chr17-279__ENST00000313486.11__ENSG00000174238.14__PITPNA__PITPNA-001__last_exon__in_PolyA_DB	-2550
chr17-177__ENST00000313486.11__ENSG00000174238.14__PITPNA__PITPNA-001__last_exon__in_PolyA_DB	-326
chr17-1142__ENST00000313486.11__ENSG00000174238.14__PITPNA__PITPNA-001__last_exon__in_PolyA_DB	-175
chr17-266__ENST00000476243.5__ENSG00000166582.9__CENPV__CENPV-002__last_exon__in_PolyA_DB	-520,-405
chr17-1039__ENST00000395751.8__ENSG00000072310.16__SREBF1__SREBF1-018__last_exon__in_PolyA_DB	-2585,-2383,-2204,-1942,-1775,-1606,-1497,-1387,-1254,-1088,-887,-775
chr17-1040__ENST00000467099.6__ENSG00000108591.9__DRG2__DRG2-009__last_exon__in_PolyA_DB	-1556,-1479,-676,-585,-487,-410,-321,-262,-208
chr17-602__ENST00000467099.6__ENSG00000108591.9__DRG2__DRG2-009__last_exon__in_PolyA_DB	-2164,-2087,-1284,-1193,-1095,-1018,-929,-870,-816
chr17-1272__ENST00000361658.6__ENSG00000083290.19__ULK2__ULK2-002__last_exon__in_PolyA_DB	-234
chr17-1031__ENST00000254695.12__ENSG00000132359.14__RAP1GAP2__RAP1GAP2-001__last_exon__in_PolyA_DB	-4348
chr17-1595__ENST00000495910.6__ENSG00000196712.16__NF1__NF1-006__last_exon	-5142,-5066,-4908,-4734,-4611,-4536,-4404,-4269,-4155,-4075,-3951,-3795,-3545,-3471,-3387,-2946,-2806,-2683,-2599,-2482,-2300,-2088,-1926,-1822,-1686
chr17-55__ENST00000496655.1__ENSG00000172301.10__COPRS__COPRS-003__last_exon__in_PolyA_DB	-657,-438
chr17-189__ENST00000261712.7__ENSG00000108671.9__PSMD11__PSMD11-001__last_exon__in_PolyA_DB	-272
chr17-617__ENST00000261712.7__ENSG00000108671.9__PSMD11__PSMD11-001__last_exon__in_PolyA_DB	-1405
chr17-116__ENST00000261712.7__ENSG00000108671.9__PSMD11__PSMD11-001__last_exon__in_PolyA_DB	-1628
chr17-512__ENST00000621550.4__ENSG00000278259.4__MYO19__MYO19-002__other_exon__in_PolyA_DB	-513,-416
chr17-1100__ENST00000612932.4__ENSG00000274211.4__SOCS7__SOCS7-001__last_exon	-4480
chr17-165__ENST00000612932.4__ENSG00000274211.4__SOCS7__SOCS7-001__last_exon__in_PolyA_DB	-6081
chr17-933__ENST00000264645.11__ENSG00000108349.15__CASC3__CASC3-001__last_exon	-460
chr17-43__ENST00000264645.11__ENSG00000108349.15__CASC3__CASC3-001__last_exon__in_PolyA_DB	-1721
chr17-610__ENST00000589797.5__ENSG00000141699.10__FAM134C__FAM134C-003__last_exon__in_PolyA_DB	-3429,-3322,-3195,-3110,-2972,-2889,-2756
chr17-723__ENST00000396981.6__ENSG00000132388.12__UBE2G1__UBE2G1-001__last_exon__in_PolyA_DB	-3258
chr17-310__ENST00000396981.6__ENSG00000132388.12__UBE2G1__UBE2G1-001__last_exon__in_PolyA_DB	-1086
chr17-254__ENST00000396981.6__ENSG00000132388.12__UBE2G1__UBE2G1-001__last_exon__in_PolyA_DB	-489
chr17-935__ENST00000591703.5__ENSG00000108849.7__PPY__PPY-003__last_exon__in_PolyA_DB	-149
chr17-800__ENST00000587228.5__ENSG00000186566.12__GPATCH8__GPATCH8-002__after_last_exon__in_PolyA_DB	-6676,-6603,-6535,-6448,-6304,-6173
chr17-1110__ENST00000587228.5__ENSG00000186566.12__GPATCH8__GPATCH8-002__after_last_exon__in_PolyA_DB	-5413,-5340,-5272,-5185,-5041,-4910
chr17-801__ENST00000526924.5__ENSG00000161692.17__DBF4B__DBF4B-002__after_last_exon__in_PolyA_DB	-2636,-2599,-2553,-2436,-2327,-2202
chr17-377__ENST00000331495.7__ENSG00000184922.13__FMNL1__FMNL1-001__last_exon__in_PolyA_DB	-452
chr17-1616__ENST00000331495.7__ENSG00000184922.13__FMNL1__FMNL1-001__after_last_exon__uncertain	-973
chr17-920__ENST00000329078.7__ENSG00000183018.8__SPNS2__SPNS2-001__last_exon__in_PolyA_DB	-1583
chr17-684__ENST00000393450.5__ENSG00000198336.9__MYL4__MYL4-001__last_exon__in_PolyA_DB	-171
chr17-238__ENST00000293778.10__ENSG00000161921.14__CXCL16__CXCL16-001__last_exon__in_PolyA_DB	-947
chr17-906__ENST00000290158.8__ENSG00000108424.9__KPNB1__KPNB1-001__last_exon__in_PolyA_DB	-716
chr17-336__ENST00000290158.8__ENSG00000108424.9__KPNB1__KPNB1-001__last_exon__in_PolyA_DB	-1235
chr17-651__ENST00000290158.8__ENSG00000108424.9__KPNB1__KPNB1-001__last_exon__in_PolyA_DB	-2267
chr17-1114__ENST00000290158.8__ENSG00000108424.9__KPNB1__KPNB1-001__last_exon__in_PolyA_DB	-3099
chr17-854__ENST00000571207.5__ENSG00000141503.15__MINK1__MINK1-006__last_exon__in_PolyA_DB	-3120,-2946,-2685,-2599,-2486,-2397,-2373,-2209,-2103,-1965,-1856,-1688,-1544,-1409,-1308,-1158,-998,-858
chr17-178__ENST00000508237.5__ENSG00000198740.8__ZNF652__ZNF652-003__after_last_exon__in_PolyA_DB	-2490
chr17-121__ENST00000225298.11__ENSG00000011260.13__UTP18__UTP18-001__last_exon__in_PolyA_DB	-152
chr17-293__ENST00000575882.5__ENSG00000141198.13__TOM1L1__TOM1L1-001__last_exon__in_PolyA_DB	-722
chr17-660__ENST00000571451.6__ENSG00000091592.15__NLRP1__NLRP1-008__after_last_exon__in_PolyA_DB	-1630,-1406,-1143,-1001,-956
chr17-1005__ENST00000577830.5__ENSG00000180891.12__CUEDC1__CUEDC1-001__last_exon__in_PolyA_DB	-341
chr17-1055__ENST00000581166.5__ENSG00000213246.6__SUPT4H1__SUPT4H1-003__last_exon__in_PolyA_DB	-1123
chr17-516__ENST00000578542.5__ENSG00000068489.12__PRR11__PRR11-003__after_last_exon	-1708
chr17-1642__ENST00000578542.5__ENSG00000068489.12__PRR11__PRR11-003__after_last_exon	-3046
chr17-923__ENST00000381128.2__ENSG00000129221.15__AIPL1__AIPL1-007__last_exon__in_PolyA_DB	-1082,-893,-716,-574
chr17-371__ENST00000553956.6__ENSG00000258890.6__CEP95__CEP95-002__last_exon__in_PolyA_DB	-2270,-2164,-2048,-1922,-1728,-1615,-1485,-1331,-1191,-1094,-961,-791,-716,-563,-416,-344
chr17-518__ENST00000582081.5__ENSG00000108854.15__SMURF2__SMURF2-003__after_last_exon__in_PolyA_DB	-5613,-5479,-5413,-5328,-5244,-5041,-4956,-4797,-4601,-4497,-4382,-4203,-4065,-3944,-3742,-3666
chr17-1126__ENST00000582081.5__ENSG00000108854.15__SMURF2__SMURF2-003__last_exon__in_PolyA_DB	-4120,-3986,-3920,-3835,-3751,-3548,-3463,-3304,-3108,-3004,-2889,-2710,-2572,-2451,-2249,-2173
chr17-168__ENST00000582081.5__ENSG00000108854.15__SMURF2__SMURF2-003__last_exon__in_PolyA_DB	-2538,-2404,-2338,-2253,-2169,-1966,-1881,-1722,-1526,-1422,-1307,-1128,-990,-869,-667,-591
chr17-1014__ENST00000586995.5__ENSG00000154265.15__ABCA5__ABCA5-006__intron__uncertain__in_PolyA_DB	-1800
chr17-28__ENST00000007699.9__ENSG00000006047.12__YBX2__YBX2-001__last_exon__in_PolyA_DB	-381
chr17-208__ENST00000336458.12__ENSG00000132507.17__EIF5A__EIF5A-001__last_exon__in_PolyA_DB	-634
chr17-204__ENST00000375286.7__ENSG00000180901.10__KCTD2__KCTD2-003__last_exon__in_PolyA_DB	-3183,-3091,-2995,-2869
chr17-505__ENST00000580758.5__ENSG00000125458.6__NT5C__NT5C-003__last_exon__in_PolyA_DB	-530,-415
chr17-100__ENST00000621217.4__ENSG00000125447.16__GGA3__GGA3-008__last_exon__in_PolyA_DB	-3642,-3504,-3422,-3305,-2589,-2269,-2072,-1902,-1791
chr17-430__ENST00000621217.4__ENSG00000125447.16__GGA3__GGA3-008__last_exon__in_PolyA_DB	-2818,-2680,-2598,-2481,-1765,-1445,-1248,-1078,-967
chr17-364__ENST00000621217.4__ENSG00000125447.16__GGA3__GGA3-008__last_exon__in_PolyA_DB	-2166,-2028,-1946,-1829,-1113,-793,-596,-426,-315
chr17-812__ENST00000586527.1__ENSG00000132478.9__UNK__UNK-002__last_exon__in_PolyA_DB	-802,-636
chr17-1337__ENST00000592014.5__ENSG00000214140.10__PRCD__PRCD-003__after_last_exon__in_PolyA_DB	-9871,-9778
chr17-1073__ENST00000375036.6__ENSG00000182534.13__MXRA7__MXRA7-004__last_exon__in_PolyA_DB	-1300
chr17-1385__ENST00000617185.4__ENSG00000141510.16__TP53__TP53-202__last_exon__in_PolyA_DB	-1377,-1270
chr17-152__ENST00000303996.10__ENSG00000070495.14__JMJD6__JMJD6-003__last_exon__in_PolyA_DB	-547,-408
chr17-1133__ENST00000262764.10__ENSG00000087157.18__PGS1__PGS1-001__after_last_exon__in_PolyA_DB	-516
chr17-590__ENST00000262764.10__ENSG00000087157.18__PGS1__PGS1-001__after_last_exon__in_PolyA_DB	-599
chr17-1026__ENST00000587010.5__ENSG00000055483.19__USP36__USP36-027__last_exon__in_PolyA_DB	-287,-193
chr17-243__ENST00000592231.5__ENSG00000055483.19__USP36__USP36-004__after_last_exon__in_PolyA_DB	-2251
chr17-582__ENST00000542802.7__ENSG00000055483.19__USP36__USP36-003__last_exon__in_PolyA_DB	-992
chr17-1346__ENST00000300682.14__ENSG00000167280.16__ENGASE__ENGASE-003__after_last_exon__in_PolyA_DB	-6817,-6713,-6604,-6413,-6264,-6155,-6040
chr17-32__ENST00000571632.5__ENSG00000170037.13__CNTROB__CNTROB-004__last_exon__in_PolyA_DB	-2715,-2598,-2481,-2382,-2145,-1998,-1864,-1738,-1479,-1327,-1263,-1092
chr17-598__ENST00000443656.6__ENSG00000185504.16__FAAP100__FAAP100-002__last_exon__in_PolyA_DB	-3284,-2328,-2171,-1401,-1264,-1147,-1060
chr17-132__ENST00000576730.5__ENSG00000225663.7__MCRIP1__MCRIP1-001__last_exon__in_PolyA_DB	-491
chr17-1353__ENST00000584672.1__ENSG00000141551.14__CSNK1D__CSNK1D-027__after_last_exon__in_PolyA_DB	-150
chr17-819__ENST00000320865.3__ENSG00000175711.8__B3GNTL1__B3GNTL1-001__last_exon__in_PolyA_DB	-259
chr18-114__ENST00000513432.5__ENSG00000101639.18__CEP192__CEP192-002__last_exon__in_PolyA_DB	-7292,-7161,-6338,-6211,-6039,-5120,-3392,-3266,-3122,-3058,-2918,-2825,-2706,-2532,-2441,-2264,-2003,-1887,-1777,-1626,-1447,-1323,-1217,-1009,-929,-833,-713,-591,-464,-405
chr18-112__ENST00000399496.7__ENSG00000154040.20__CABYR__CABYR-001__last_exon__in_PolyA_DB	-85
chr18-748__ENST00000399496.7__ENSG00000154040.20__CABYR__CABYR-001__after_last_exon	-276
chr18-687__ENST00000588183.5__ENSG00000167220.11__HDHD2__HDHD2-001__last_exon__in_PolyA_DB	-1742,-1657,-1440,-1376
chr18-548__ENST00000588183.5__ENSG00000167220.11__HDHD2__HDHD2-001__last_exon__in_PolyA_DB	-1520,-1435,-1218,-1154
chr18-779__ENST00000588183.5__ENSG00000167220.11__HDHD2__HDHD2-001__last_exon__in_PolyA_DB	-1216,-1131,-914,-850
chr18-318__ENST00000304775.12__ENSG00000187323.11__DCC__DCC-002__last_exon	-621,-513,-318
chr18-161__ENST00000342933.7__ENSG00000082397.17__EPB41L3__EPB41L3-201__last_exon__in_PolyA_DB	-1093
chr18-714__ENST00000585873.5__ENSG00000141664.9__ZCCHC2__ZCCHC2-001__last_exon__in_PolyA_DB	-2284
chr18-369__ENST00000583443.5__ENSG00000141665.11__FBXO15__FBXO15-001__last_exon__in_PolyA_DB	-1516,-1405,-1300,-1057,-847,-720,-637,-494,-369
chr18-824__ENST00000579455.1__ENSG00000206043.6__C18orf63__C18orf63-001__after_last_exon	-2709
chr18-825__ENST00000543926.6__ENSG00000130856.15__ZNF236__ZNF236-003__last_exon__in_PolyA_DB	-2341,-2209,-2011,-1881,-1704
chr18-726__ENST00000543926.6__ENSG00000130856.15__ZNF236__ZNF236-003__last_exon__in_PolyA_DB	-3150,-3018,-2820,-2690,-2513
chr19-90__ENST00000615234.4__ENSG00000099817.11__POLR2E__POLR2E-001__last_exon__in_PolyA_DB	-557
chr19-761__ENST00000253031.6__ENSG00000130733.10__YIPF2__YIPF2-001__last_exon__in_PolyA_DB	-982
chr19-762__ENST00000253031.6__ENSG00000130733.10__YIPF2__YIPF2-001__last_exon__in_PolyA_DB	-419
chr19-1265__ENST00000588807.1__ENSG00000142444.6__C19orf52__C19orf52-002__after_last_exon__in_PolyA_DB	-172
chr19-257__ENST00000586486.1__ENSG00000130175.9__PRKCSH__PRKCSH-006__last_exon__in_PolyA_DB	-540
chr19-563__ENST00000585465.2__ENSG00000118046.14__STK11__STK11-003__last_exon__in_PolyA_DB	-503
chr19-1495__ENST00000326873.11__ENSG00000118046.14__STK11__STK11-001__last_exon__in_PolyA_DB	-839
chr19-664__ENST00000435033.1__ENSG00000268744.1__CTD-3105H18.14__CTD-3105H18.14-001__last_exon	-1983
chr19-133__ENST00000597692.1__ENSG00000269242.1__CTD-2192J16.22__CTD-2192J16.22-001__after_last_exon	-770
chr19-367__ENST00000425528.5__ENSG00000105576.15__TNPO2__TNPO2-201__last_exon__in_PolyA_DB	-2043
chr19-61__ENST00000590347.5__ENSG00000099622.13__CIRBP__CIRBP-009__other_exon__in_PolyA_DB	-1192
chr19-140__ENST00000591254.1__ENSG00000123144.10__C19orf43__C19orf43-004__last_exon__in_PolyA_DB	-429
chr19-53__ENST00000409293.5__ENSG00000228300.13__C19orf24__C19orf24-001__last_exon__in_PolyA_DB	-452
chr19-867__ENST00000336761.10__ENSG00000071626.16__DAZAP1__DAZAP1-003__last_exon__in_PolyA_DB	-401
chr19-460__ENST00000336761.10__ENSG00000071626.16__DAZAP1__DAZAP1-003__last_exon__in_PolyA_DB	-567
chr19-169__ENST00000336761.10__ENSG00000071626.16__DAZAP1__DAZAP1-003__last_exon__in_PolyA_DB	-948
chr19-229__ENST00000324340.13__ENSG00000123136.14__DDX39A__DDX39A-020__last_exon__in_PolyA_DB	-282,-134
chr19-597__ENST00000156825.5__ENSG00000071655.17__MBD3__MBD3-002__last_exon__in_PolyA_DB	-1481
chr19-1499__ENST00000591899.7__ENSG00000127540.11__UQCR11__UQCR11-001__last_exon__in_PolyA_DB	-320
chr19-446__ENST00000591899.7__ENSG00000127540.11__UQCR11__UQCR11-001__last_exon__in_PolyA_DB	-167
chr19-379__ENST00000592031.5__ENSG00000127527.13__EPS15L1__EPS15L1-003__after_last_exon__in_PolyA_DB	-2478,-2415,-2289,-2229,-1995,-1837,-1680,-1594,-1521,-1359,-1161,-996,-872,-821,-684,-623,-540,-407
chr19-1560__ENST00000593380.1__ENSG00000105072.8__C19orf44__C19orf44-002__after_last_exon__in_PolyA_DB	-1267
chr19-691__ENST00000465250.6__ENSG00000214046.8__SMIM7__SMIM7-004__last_exon__in_PolyA_DB	-974
chr19-627__ENST00000595618.5__ENSG00000099331.13__MYO9B__MYO9B-001__last_exon__in_PolyA_DB	-772
chr19-693__ENST00000595618.5__ENSG00000099331.13__MYO9B__MYO9B-001__last_exon__in_PolyA_DB	-1392
chr19-1392__ENST00000597643.5__ENSG00000074855.10__ANO8__ANO8-002__last_exon__in_PolyA_DB	-1767,-1575,-1443,-1332,-662
chr19-775__ENST00000594635.6__ENSG00000105656.12__ELL__ELL-002__last_exon__in_PolyA_DB	-3541,-3419,-3255,-2980,-2855,-2758,-2259,-2192,-2020,-1975
chr19-769__ENST00000594635.6__ENSG00000105656.12__ELL__ELL-002__last_exon__in_PolyA_DB	-2042,-1920,-1756,-1481,-1356,-1259,-760,-693,-521,-476
chr19-711__ENST00000594635.6__ENSG00000105656.12__ELL__ELL-002__last_exon__in_PolyA_DB	-1777,-1655,-1491,-1216,-1091,-994,-495,-428,-256,-211
chr19-429__ENST00000262803.9__ENSG00000005007.12__UPF1__UPF1-001__last_exon__in_PolyA_DB	-75
chr19-167__ENST00000262803.9__ENSG00000005007.12__UPF1__UPF1-001__last_exon__in_PolyA_DB	-1710
chr19-197__ENST00000629999.2__ENSG00000105671.11__DDX49__DDX49-201__last_exon__in_PolyA_DB	-1319,-1131,-990,-914,-837,-739,-664,-575,-503
chr19-1037__ENST00000629999.2__ENSG00000105671.11__DDX49__DDX49-201__after_last_exon	-1451,-1263,-1122,-1046,-969,-871,-796,-707,-635
chr19-365__ENST00000452918.6__ENSG00000064607.16__SUGP2__SUGP2-009__last_exon__in_PolyA_DB	-2848
chr19-1180__ENST00000540634.2__ENSG00000105676.13__ARMC6__ARMC6-021__last_exon__in_PolyA_DB	-977
chr19-1277__ENST00000469078.5__ENSG00000213988.9__ZNF90__ZNF90-002__after_last_exon__in_PolyA_DB	-1439,-278
chr19-338__ENST00000585395.6__ENSG00000130332.14__LSM7__LSM7-003__last_exon__in_PolyA_DB	-370,-302
chr19-138__ENST00000221566.6__ENSG00000104969.9__SGTA__SGTA-001__last_exon__in_PolyA_DB	-1219
chr19-4__ENST00000592786.5__ENSG00000105185.11__PDCD5__PDCD5-006__last_exon__in_PolyA_DB	-173
chr19-1359__ENST00000588350.1__ENSG00000161082.12__CELF5__CELF5-005__last_exon__in_PolyA_DB	-2033
chr19-674__ENST00000615073.4__ENSG00000161091.12__MFSD12__MFSD12-005__last_exon__in_PolyA_DB	-482
chr19-285__ENST00000339686.7__ENSG00000161249.20__DMKN__DMKN-001__last_exon__in_PolyA_DB	-319
chr19-291__ENST00000424522.5__ENSG00000249115.8__HAUS5__HAUS5-003__last_exon__in_PolyA_DB	-2300,-2194,-2034,-1964,-1881,-1823,-1698,-1634,-1503,-1340,-1259,-1113,-1001,-868,-735
chr19-1411__ENST00000424522.5__ENSG00000249115.8__HAUS5__HAUS5-003__last_exon__in_PolyA_DB	-2770,-2664,-2504,-2434,-2351,-2293,-2168,-2104,-1973,-1810,-1729,-1583,-1471,-1338,-1205
chr19-1043__ENST00000424522.5__ENSG00000249115.8__HAUS5__HAUS5-003__last_exon__in_PolyA_DB	-3838,-3732,-3572,-3502,-3419,-3361,-3236,-3172,-3041,-2878,-2797,-2651,-2539,-2406,-2273
chr19-210__ENST00000591613.2__ENSG00000188223.9__AC002398.9__AC002398.9-001__last_exon__in_PolyA_DB	-750,-674,-623,-593,-507,-340,-199,-125
chr19-1191__ENST00000620918.4__ENSG00000167595.14__PROSER3__PROSER3-004__after_last_exon__in_PolyA_DB	-2703,-2621
chr19-578__ENST00000461668.5__ENSG00000239382.10__ALKBH6__ALKBH6-017__after_last_exon__in_PolyA_DB	-612,-551,-434
chr19-402__ENST00000587391.5__ENSG00000075702.16__WDR62__WDR62-003__last_exon__in_PolyA_DB	-4447,-4268,-4176,-4050,-3982,-3860,-3784,-3672,-3608,-3485,-3351,-3298,-3079,-2951,-1313,-1186,-1134,-495,-337
chr19-1417__ENST00000396893.6__ENSG00000197808.11__ZNF461__ZNF461-003__after_last_exon	-2966,-2897
chr19-669__ENST00000396893.6__ENSG00000197808.11__ZNF461__ZNF461-003__last_exon__in_PolyA_DB	-1682,-1613
